Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
Kepler-1501 b,0.9,0.1,1.5009,0.1,0.9,1.7081,1.503,non-habitable
Kepler-1503 b,0.9,0.1,2.1764,0.1,0.9,0.771,2.1623,non-habitable
Kepler-1504 b,0.8,0.2,1.9529,0.1,0.9,0.8507,1.9419,non-habitable
Kepler-1505 b,0.9,0.1,0.9217,0.1,0.9,1.0305,0.9228,non-habitable
Kepler-1506 b,0.9,0.1,1.28,0.1,0.9,1.3934,1.2811,non-habitable
Kepler-1507 b,0.9,0.1,0.839,0.2,0.8,0.5962,0.8366,non-habitable
Kepler-1508 b,0.9,0.1,1.2887,0.1,0.9,1.4649,1.2905,non-habitable
Kepler-1509 b,0.9,0.1,1.7716,0.1,0.9,1.2842,1.7667,non-habitable
Kepler-1511 b,0.8,0.2,1.5464,0.1,0.9,1.478,1.5457,non-habitable
Kepler-1512 b,0.9,0.1,1.151,0.1,0.9,0.894,1.1484,non-habitable
Kepler-1516 b,0.9,0.1,1.6766,0.1,0.9,1.9027,1.6789,non-habitable
Kepler-1521 b,0.9,0.1,2.4082,0.1,0.9,0.9506,2.3936,non-habitable
Kepler-1522 b,0.9,0.1,1.6492,0.1,0.9,2.6086,1.6588,non-habitable
Kepler-1523 b,0.8,0.2,1.4615,0.1,0.9,3.1789,1.4787,non-habitable
Kepler-1525 b,0.9,0.1,0.9027,0.1,0.9,2.3014,0.9167,non-habitable
Kepler-1526 b,0.9,0.1,2.3377,0.1,0.9,1.6945,2.3313,non-habitable
Kepler-1528 b,0.9,0.1,1.4086,0.1,0.9,2.7207,1.4217,non-habitable
Kepler-1529 b,0.9,0.1,2.0006,0.1,0.9,1.6839,1.9974,non-habitable
Kepler-1530 b,0.9,0.1,1.5744,0.1,0.9,2.2233,1.5809,non-habitable
Kepler-1530 c,0.9,0.1,1.5844,0.1,0.9,1.8069,1.5866,non-habitable
Kepler-1531 b,0.9,0.1,1.087,0.1,0.9,3.4277,1.1104,non-habitable
Kepler-1532 b,0.9,0.1,1.2974,0.1,0.9,2.823,1.3127,non-habitable
Kepler-1534 b,0.9,0.1,1.8091,0.1,0.9,1.7879,1.8089,non-habitable
Kepler-1537 b,0.9,0.1,1.151,0.1,0.9,2.2655,1.1621,non-habitable
Kepler-1540 b,0.8,0.2,2.3097,0.1,0.9,0.6625,2.2932,mesoplanet
Kepler-1541 b,0.9,0.1,1.1234,0.1,0.9,1.4224,1.1264,non-habitable
Kepler-1542 b,0.1,0.9,0.8049,0.1,0.9,1.8898,0.8157,non-habitable
Kepler-1542 c,0.1,0.9,0.7659,0.1,0.9,2.0343,0.7786,non-habitable
Kepler-1542 d,0.9,0.1,0.867,0.1,0.9,1.7041,0.8754,non-habitable
Kepler-1542 e,0.1,0.9,0.8049,0.1,0.9,1.7538,0.8144,non-habitable
Kepler-1544 b,0.9,0.1,1.7054,0.1,0.9,0.6116,1.6945,mesoplanet
Kepler-1547 b,0.9,0.1,0.8938,0.1,0.9,3.6656,0.9215,non-habitable
Kepler-1552 b,0.9,0.1,2.3679,0.1,0.9,0.6839,2.3511,mesoplanet
Kepler-1553 b,0.9,0.1,1.1234,0.1,0.9,1.7367,1.1295,non-habitable
Kepler-1555 b,0.9,0.1,1.547,0.1,0.9,1.8037,1.5496,non-habitable
Kepler-1556 b,0.9,0.1,1.8753,0.2,0.8,0.9241,1.8658,non-habitable
Kepler-1557 b,0.9,0.1,1.4634,0.1,0.9,2.3937,1.4727,non-habitable
Kepler-1558 b,0.1,0.9,0.7782,0.1,0.9,1.653,0.7869,non-habitable
Kepler-1559 b,0.1,0.9,0.7916,0.1,0.9,2.5385,0.8091,non-habitable
Kepler-1560 b,0.9,0.1,0.8759,0.1,0.9,2.1662,0.8888,non-habitable
Kepler-1561 b,0.9,0.1,1.0681,0.2,0.8,1.5199,1.0726,non-habitable
Kepler-1563 b,0.1,0.9,0.8038,0.1,0.9,2.0104,0.8159,non-habitable
Kepler-1564 b,0.9,0.1,1.4172,0.1,0.9,1.2738,1.4158,non-habitable
Kepler-1565 b,0.8,0.2,1.1303,0.1,0.9,2.143,1.1404,non-habitable
Kepler-1566 b,0.1,0.9,0.8069,0.1,0.9,3.0164,0.829,non-habitable
Kepler-1568 b,0.9,0.1,1.2612,0.1,0.9,1.4081,1.2627,non-habitable
Kepler-1569 b,0.9,0.1,1.6118,0.1,0.9,2.3431,1.6191,non-habitable
Kepler-1570 b,0.9,0.1,1.0416,0.1,0.9,1.0901,1.0421,non-habitable
Kepler-1571 b,0.9,0.1,1.4634,0.1,0.9,2.6921,1.4757,non-habitable
Kepler-1572 b,0.8,0.2,0.9213,0.1,0.9,1.7391,0.9295,non-habitable
Kepler-1573 b,0.9,0.1,1.1698,0.1,0.9,2.3306,1.1814,non-habitable
Kepler-1574 b,0.9,0.1,1.2524,0.1,0.9,1.8434,1.2583,non-habitable
Kepler-1575 b,0.9,0.1,1.2699,0.2,0.8,1.1332,1.2685,non-habitable
Kepler-1576 b,0.9,0.1,1.0228,0.1,0.9,1.7725,1.0303,non-habitable
Kepler-1577 b,0.9,0.1,1.1058,0.1,0.9,1.3999,1.1087,non-habitable
Kepler-1578 b,0.9,0.1,1.0228,0.1,0.9,2.4873,1.0374,non-habitable
Kepler-1579 b,0.9,0.1,0.839,0.1,0.9,2.2465,0.8531,non-habitable
Kepler-1580 b,0.9,0.1,2.0193,0.2,0.8,0.8287,2.0074,non-habitable
Kepler-1581 b,0.1,0.9,0.818,0.1,0.9,1.9079,0.8289,non-habitable
Kepler-1582 b,0.9,0.1,1.436,0.1,0.9,0.8736,1.4304,non-habitable
Kepler-1583 b,0.3,0.7,0.721,0.1,0.9,1.3961,0.7278,non-habitable
Kepler-1584 b,0.8,0.2,1.4864,0.1,0.9,1.6395,1.4879,non-habitable
Kepler-1585 b,0.9,0.1,1.7155,0.1,0.9,2.0963,1.7193,non-habitable
Kepler-1586 b,0.9,0.1,1.4634,0.1,0.9,1.9625,1.4684,non-habitable
Kepler-1587 b,0.9,0.1,1.2887,0.1,0.9,1.7936,1.2937,non-habitable
Kepler-1588 b,0.1,0.9,0.8049,0.1,0.9,1.6033,0.8129,non-habitable
Kepler-1589 b,0.9,0.1,1.0681,0.1,0.9,3.4821,1.0922,non-habitable
Kepler-1590 b,0.9,0.1,1.1146,0.1,0.9,1.8516,1.122,non-habitable
Kepler-1591 b,0.9,0.1,1.2337,0.1,0.9,1.8484,1.2398,non-habitable
Kepler-1592 b,0.9,0.1,1.4735,0.1,0.9,2.6615,1.4854,non-habitable
Kepler-1594 b,0.9,0.1,1.0416,0.1,0.9,2.3802,1.055,non-habitable
Kepler-1595 b,0.9,0.1,1.1974,0.1,0.9,1.6854,1.2023,non-habitable
Kepler-1596 b,0.9,0.1,1.8192,0.1,0.9,0.9574,1.8106,non-habitable
Kepler-1597 b,0.9,0.1,1.0416,0.1,0.9,2.6959,1.0581,non-habitable
Kepler-1598 b,0.9,0.1,0.9406,0.2,0.8,0.995,0.9411,non-habitable
Kepler-1599 b,0.9,0.1,1.5571,0.2,0.8,0.4709,1.5462,non-habitable
Kepler-1601 b,0.6,0.4,0.82,0.1,0.9,2.417,0.836,non-habitable
Kepler-1602 b,0.9,0.1,1.2974,0.1,0.9,1.8532,1.303,non-habitable
Kepler-1603 b,0.9,0.1,1.2524,0.2,0.8,1.3943,1.2538,non-habitable
Kepler-1604 b,0.9,0.1,1.3624,0.1,0.9,2.8208,1.377,non-habitable
Kepler-1605 b,0.9,0.1,1.0593,0.1,0.9,0.7369,1.0561,non-habitable
Kepler-1606 b,0.9,0.1,1.9819,0.1,0.9,0.6872,1.969,thermoplanet
Kepler-1607 b,0.9,0.1,0.9127,0.1,0.9,1.5567,0.9191,non-habitable
Kepler-1608 b,0.9,0.1,1.6492,0.1,0.9,1.155,1.6443,non-habitable
Kepler-1609 b,0.9,0.1,2.1274,0.1,0.9,0.9991,2.1161,non-habitable
Kepler-1610 b,0.9,0.1,1.547,0.2,0.8,0.8274,1.5398,non-habitable
Kepler-1611 b,0.1,0.9,0.819,0.1,0.9,1.7234,0.828,non-habitable
Kepler-1612 b,0.9,0.1,1.0139,0.2,0.8,0.9569,1.0133,non-habitable
Kepler-1613 b,0.9,0.1,1.9905,0.1,0.9,3.1713,2.0023,non-habitable
Kepler-1614 b,0.9,0.1,1.436,0.3,0.7,0.4826,1.4265,non-habitable
Kepler-1615 b,0.9,0.1,1.9718,0.1,0.9,1.1368,1.9634,non-habitable
Kepler-1616 b,0.9,0.1,1.0039,0.1,0.9,2.0467,1.0143,non-habitable
Kepler-1617 b,0.9,0.1,1.1698,0.1,0.9,1.3306,1.1714,non-habitable
Kepler-1618 b,0.9,0.1,1.2149,0.1,0.9,2.436,1.2271,non-habitable
Kepler-1619 b,0.1,0.9,0.8049,0.1,0.9,1.1701,0.8086,non-habitable
Kepler-1620 b,0.9,0.1,1.547,0.1,0.9,0.9661,1.5412,non-habitable
Kepler-1621 b,0.9,0.1,2.0683,0.1,0.9,1.0505,2.0581,non-habitable
Kepler-1622 b,0.9,0.1,1.4172,0.1,0.9,1.9934,1.423,non-habitable
Kepler-1623 b,0.9,0.1,1.2699,0.1,0.9,2.0257,1.2775,non-habitable
Kepler-1626 b,0.9,0.1,1.9329,0.1,0.9,3.1249,1.9448,non-habitable
Kepler-1629 b,0.2,0.8,0.8018,0.1,0.9,1.9665,0.8134,non-habitable
Kepler-1630 b,0.8,0.2,2.0009,0.1,0.9,0.462,1.9855,non-habitable
Kepler-1631 b,0.9,0.1,1.2974,0.1,0.9,2.0047,1.3045,non-habitable
Kepler-1632 b,0.8,0.2,2.2793,0.1,0.9,0.8394,2.2649,non-habitable
Kepler-1633 b,0.9,0.1,1.5196,0.1,0.9,0.8464,1.5129,non-habitable
Kepler-1637 b,0.9,0.1,0.8759,0.1,0.9,1.7584,0.8847,non-habitable
Kepler-1638 b,0.9,0.1,1.7903,0.1,0.9,0.6712,1.7791,mesoplanet
Kepler-1643 b,0.9,0.1,2.2052,0.1,0.9,1.918,2.2023,non-habitable
Kepler-1644 b,0.9,0.1,1.8004,0.1,0.9,1.2477,1.7949,non-habitable
Kepler-1645 b,0.9,0.1,1.7054,0.1,0.9,1.4715,1.7031,non-habitable
Kepler-1646 b,0.9,0.1,1.1974,0.1,0.9,0.8527,1.194,non-habitable
KIC-5522786 b,0.9,0.1,1.1974,0.1,0.9,0.6724,1.1922,thermoplanet
KOI-1843 b,0.1,0.9,1.4537,0.1,0.9,2.5309,1.4645,non-habitable
KOI-2700 b,0.9,0.1,1.0198,0.2,0.8,0.9952,1.0196,non-habitable
KOI-4427 b,0.9,0.1,1.7615,0.1,0.9,0.4827,1.7487,hypopsychroplanet
Lalande 21185 b,0.9,0.1,1.4821,0.1,0.9,0.8725,1.476,non-habitable
LHS 1140 b,0.1,0.9,2.1589,0.1,0.9,0.5314,2.1426,psychroplanet
MOA-2007-BLG-192-L b,0.9,0.1,1.4086,0.1,0.9,0.1906,1.3964,non-habitable
MOA-2010-BLG-328L b,0.9,0.1,1.8566,0.1,0.9,0.2287,1.8403,non-habitable
OGLE-2005-390L b,0.9,0.1,1.6219,0.1,0.9,0.2169,1.6078,non-habitable
OGLE-2013-BLG-0341L b,0.9,0.1,1.1786,0.1,0.9,0.2143,1.169,non-habitable
OGLE-BLG-1195L b,0.9,0.1,1.1322,0.1,0.9,0.1666,1.1225,non-habitable
Proxima Cen b,0.9,0.1,1.0958,0.1,0.9,0.5283,1.0901,psychroplanet
PSR 1257 12 b,0.1,0.9,0.6618,0.1,0.9,1.3874,0.6691,non-habitable
PSR 1257 12 c,0.9,0.1,1.5095,0.1,0.9,1.2934,1.5073,non-habitable
PSR 1257 12 d,0.9,0.1,1.4821,0.1,0.9,1.1628,1.4789,non-habitable
PSR 1719-14 b,0.9,0.1,4.3757,0.1,0.9,5.9925,4.3919,non-habitable
tau Cet b,0.9,0.1,1.2424,0.1,0.9,1.2631,1.2426,non-habitable
tau Cet c,0.9,0.1,1.3985,0.1,0.9,0.9931,1.3944,non-habitable
tau Cet d,0.9,0.1,1.4447,0.1,0.9,0.7646,1.4379,non-habitable
tau Cet e,0.9,0.1,1.5283,0.1,0.9,0.661,1.5196,mesoplanet
tau Cet f,0.9,0.1,1.7155,0.1,0.9,0.4823,1.7032,non-habitable
TRAPPIST-1 b,0.9,0.1,1.0382,0.1,0.9,0.7481,1.0353,non-habitable
TRAPPIST-1 c,0.2,0.8,1.1471,0.1,0.9,0.6818,1.1424,non-habitable
TRAPPIST-1 d,0.1,0.9,0.8861,0.1,0.9,0.5575,0.8828,mesoplanet
TRAPPIST-1 e,0.8,0.2,0.8991,0.1,0.9,0.5088,0.8952,psychroplanet
TRAPPIST-1 f,0.9,0.1,0.9827,0.1,0.9,0.4529,0.9774,psychroplanet
TRAPPIST-1 g,0.9,0.1,1.1094,0.1,0.9,0.4421,1.1027,hypopsychroplanet
TRAPPIST-1 h,0.1,0.9,0.8038,0.1,0.9,0.361,0.7994,non-habitable
WASP-47 e,0.9,0.1,1.8179,0.1,0.9,3.5085,1.8348,non-habitable
Wolf 1061 b,0.9,0.1,1.1146,0.1,0.9,0.8933,1.1124,non-habitable
Wolf 1061 c,0.9,0.1,1.5283,0.1,0.9,0.6642,1.5197,non-habitable
Wolf 1061 d,0.8,0.2,1.5464,0.1,0.9,0.4773,1.5357,psychroplanet
