Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
Kepler-125 b,0.8,0.1,2.0806,0.1,0.8,1.2009,2.0718,non-habitable
Kepler-125 c,0.1,0.2,0.928,0.1,0.8,0.9262,0.928,non-habitable
Kepler-126 b,0.8,0.1,1.3401,0.1,0.8,1.6671,1.3434,non-habitable
Kepler-126 c,0.8,0.1,1.3873,0.1,0.8,1.3867,1.3873,non-habitable
Kepler-127 b,0.8,0.1,1.4034,0.1,0.8,1.4961,1.4043,non-habitable
Kepler-127 c,0.8,0.1,2.1044,0.1,0.8,1.3651,2.097,non-habitable
Kepler-128 b,0.1,0.8,11.4177,0.1,0.8,1.798,11.3215,non-habitable
Kepler-128 c,0.2,0.7,9.1559,0.1,0.8,1.6318,9.0807,non-habitable
Kepler-129 b,0.8,0.1,2.1211,0.1,0.8,1.6487,2.1164,non-habitable
Kepler-130 b,0.1,0.1,0.983,0.1,0.8,1.537,0.9885,non-habitable
Kepler-130 d,0.8,0.1,1.2361,0.1,0.8,0.8534,1.2323,non-habitable
Kepler-131 b,0.8,0.1,2.0514,0.1,0.8,1.3632,2.0445,non-habitable
Kepler-131 c,0.1,0.8,8.0926,0.1,0.7,1.1493,8.0232,non-habitable
Kepler-132 b,0.8,0.1,1.1563,0.1,0.8,1.7413,1.1622,non-habitable
Kepler-132 c,0.8,0.1,1.2121,0.1,0.8,1.744,1.2174,non-habitable
Kepler-132 d,0.8,0.1,1.4269,0.1,0.8,1.3728,1.4264,non-habitable
Kepler-133 b,0.8,0.1,1.594,0.1,0.8,1.7572,1.5956,non-habitable
Kepler-134 b,0.7,0.2,1.7007,0.1,0.8,1.9481,1.7032,non-habitable
Kepler-134 c,0.8,0.1,1.1881,0.1,0.8,1.5439,1.1917,non-habitable
Kepler-135 b,0.8,0.1,1.6257,0.1,0.8,1.9158,1.6286,non-habitable
Kepler-135 c,0.8,0.1,1.1078,0.1,0.8,1.5239,1.112,non-habitable
Kepler-136 b,0.8,0.1,1.8258,0.1,0.8,1.6952,1.8245,non-habitable
Kepler-136 c,0.8,0.1,1.7775,0.1,0.8,1.5473,1.7752,non-habitable
Kepler-137 b,0.8,0.1,1.3637,0.1,0.8,1.305,1.3631,non-habitable
Kepler-137 c,0.8,0.1,1.6903,0.1,0.8,1.1149,1.6845,non-habitable
Kepler-138 b,0.1,0.1,0.8501,0.1,0.8,0.7629,0.8492,non-habitable
Kepler-138 c,0.8,0.1,1.2691,0.1,0.8,0.7761,1.2642,non-habitable
Kepler-138 d,0.8,0.1,1.2691,0.1,0.8,0.6829,1.2632,non-habitable
Kepler-140 b,0.8,0.1,1.475,0.1,0.8,2.209,1.4823,non-habitable
Kepler-140 c,0.8,0.1,1.6257,0.1,0.8,0.9674,1.6191,non-habitable
Kepler-141 b,0.1,0.1,0.9411,0.1,0.8,1.4666,0.9464,non-habitable
Kepler-141 c,0.8,0.1,1.3164,0.1,0.8,1.3061,1.3163,non-habitable
Kepler-142 b,0.8,0.1,1.7775,0.1,0.8,2.4926,1.7847,non-habitable
Kepler-142 d,0.8,0.1,1.915,0.1,0.8,1.1688,1.9075,non-habitable
Kepler-143 b,0.8,0.1,2.1211,0.1,0.8,1.5704,2.1156,non-habitable
Kepler-144 b,0.8,0.1,1.2524,0.1,0.8,1.8247,1.2581,non-habitable
Kepler-144 c,0.8,0.1,1.26,0.1,0.8,1.5943,1.2633,non-habitable
Kepler-145 b,0.8,0.1,2.2731,0.1,0.8,1.6438,2.2668,non-habitable
Kepler-145 c,0.8,0.1,3.0477,0.1,0.8,1.4443,3.0317,non-habitable
Kepler-147 b,0.8,0.1,1.4034,0.1,0.8,1.6012,1.4054,non-habitable
Kepler-147 c,0.8,0.1,2.1391,0.1,0.8,1.3549,2.1313,non-habitable
Kepler-148 b,0.8,0.1,1.6257,0.1,0.8,2.0558,1.63,non-habitable
Kepler-149 c,0.8,0.1,1.475,0.1,0.8,0.8952,1.4692,non-habitable
Kepler-150 b,0.8,0.1,1.1881,0.1,0.8,1.7767,1.194,non-habitable
Kepler-151 c,0.8,0.1,1.85,0.1,0.8,1.1065,1.8426,non-habitable
Kepler-152 c,0.8,0.1,2.1044,0.1,0.8,0.7717,2.0911,non-habitable
Kepler-154 b,0.8,0.1,1.9967,0.1,0.8,1.1478,1.9882,non-habitable
Kepler-154 e,0.8,0.1,1.3873,0.1,0.8,1.8526,1.392,non-habitable
Kepler-154 f,0.8,0.1,1.3873,0.1,0.8,1.4613,1.388,non-habitable
Kepler-155 b,0.7,0.2,1.7704,0.1,0.8,1.2719,1.7654,non-habitable
Kepler-155 c,0.8,0.1,1.9799,0.1,0.8,0.7593,1.9677,non-habitable
Kepler-156 b,0.8,0.1,2.029,0.1,0.8,1.5918,2.0246,non-habitable
Kepler-157 b,0.8,0.1,1.2449,0.1,0.8,2.2844,1.2553,non-habitable
Kepler-157 c,0.8,0.1,1.9799,0.1,0.8,1.4631,1.9747,non-habitable
Kepler-158 b,0.8,0.1,1.8825,0.1,0.8,1.0096,1.8738,non-habitable
Kepler-158 c,0.8,0.1,1.7061,0.1,0.8,0.8707,1.6977,non-habitable
Kepler-159 b,0.8,0.1,2.089,0.1,0.7,1.0925,2.079,non-habitable
Kepler-160 b,0.8,0.1,1.4121,0.1,0.8,1.7641,1.4156,non-habitable
Kepler-161 b,0.8,0.1,1.8825,0.1,0.8,1.5651,1.8793,non-habitable
Kepler-161 c,0.8,0.1,1.8258,0.1,0.7,1.2848,1.8204,non-habitable
Kepler-162 b,0.8,0.1,1.1881,0.1,0.8,1.5588,1.1918,non-habitable
Kepler-163 b,0.8,0.1,1.0266,0.1,0.8,1.4214,1.0305,non-habitable
Kepler-163 c,0.8,0.1,1.9967,0.1,0.8,1.241,1.9891,non-habitable
Kepler-164 b,0.8,0.1,1.3164,0.1,0.8,1.8333,1.3216,non-habitable
Kepler-164 d,0.7,0.2,2.0747,0.1,0.8,1.2871,2.0668,non-habitable
Kepler-165 b,0.8,0.1,2.0458,0.1,0.8,1.428,2.0396,non-habitable
Kepler-165 c,0.8,0.1,1.9714,0.1,0.8,1.2098,1.9638,non-habitable
Kepler-166 b,0.7,0.2,1.9225,0.1,0.8,1.4423,1.9177,non-habitable
Kepler-166 c,0.7,0.2,2.0073,0.1,0.8,1.0066,1.9973,non-habitable
Kepler-167 b,0.8,0.1,1.3401,0.1,0.8,1.3954,1.3407,non-habitable
Kepler-167 c,0.8,0.1,1.2838,0.1,0.8,1.2125,1.2831,non-habitable
Kepler-167 d,0.8,0.1,1.1624,0.1,0.8,0.9167,1.1599,non-habitable
Kepler-168 b,0.8,0.1,1.3563,0.1,0.8,1.9359,1.3621,non-habitable
Kepler-169 b,0.8,0.1,1.0924,0.1,0.8,1.5423,1.0969,non-habitable
Kepler-169 c,0.8,0.1,1.1563,0.1,0.8,1.315,1.1579,non-habitable
Kepler-169 d,0.8,0.1,1.1881,0.1,0.8,1.2291,1.1885,non-habitable
Kepler-169 e,0.8,0.1,1.9475,0.1,0.7,1.093,1.939,non-habitable
Kepler-171 b,0.8,0.1,2.0626,0.1,0.8,1.8033,2.06,non-habitable
Kepler-171 d,0.8,0.1,1.6975,0.1,0.8,0.9904,1.6904,non-habitable
Kepler-172 b,0.6,0.3,1.9117,0.1,0.8,2.1306,1.9139,non-habitable
Kepler-172 d,0.8,0.1,1.9883,0.1,0.7,1.2661,1.9811,non-habitable
Kepler-173 b,0.8,0.1,1.221,0.1,0.8,1.8437,1.2272,non-habitable
Kepler-173 c,0.8,0.1,2.1391,0.1,0.8,1.7251,2.135,non-habitable
Kepler-174 b,0.8,0.1,1.7532,0.1,0.8,1.0759,1.7464,non-habitable
Kepler-174 c,0.8,0.1,1.3799,0.1,0.8,0.7779,1.3739,non-habitable
Kepler-174 d,0.8,0.1,1.9319,0.1,0.1,0.6165,1.9187,psychroplanet
Kepler-176 b,0.8,0.1,1.3326,0.1,0.8,1.5197,1.3345,non-habitable
Kepler-179 b,0.8,0.1,1.4984,0.1,0.8,1.7691,1.5011,non-habitable
Kepler-179 c,0.8,0.1,1.7775,0.1,0.8,1.4647,1.7744,non-habitable
Kepler-180 b,0.8,0.1,1.3873,0.1,0.8,1.3779,1.3872,non-habitable
Kepler-181 b,0.8,0.1,1.2045,0.1,0.8,1.6371,1.2088,non-habitable
Kepler-181 c,0.8,0.1,1.7775,0.1,0.8,1.6203,1.7759,non-habitable
Kepler-183 b,0.8,0.1,1.8343,0.1,0.8,1.7433,1.8334,non-habitable
Kepler-183 c,0.7,0.2,1.9225,0.1,0.8,1.4812,1.9181,non-habitable
Kepler-184 b,0.8,0.1,2.0806,0.1,0.8,1.4812,2.0746,non-habitable
Kepler-184 c,0.8,0.1,1.7618,0.1,0.8,1.2205,1.7564,non-habitable
Kepler-184 d,0.7,0.2,2.1083,0.1,0.8,1.1685,2.0989,non-habitable
Kepler-185 b,0.8,0.1,1.1167,0.1,0.8,1.935,1.1249,non-habitable
Kepler-185 c,0.8,0.1,1.8017,0.1,0.8,1.1093,1.7948,non-habitable
Kepler-186 b,0.8,0.1,1.1001,0.1,0.8,1.0416,1.0995,non-habitable
Kepler-186 c,0.8,0.1,1.26,0.1,0.8,0.9113,1.2565,non-habitable
Kepler-186 d,0.8,0.1,1.4356,0.1,0.8,0.8054,1.4293,non-habitable
Kepler-186 e,0.8,0.1,1.2524,0.1,0.8,0.6923,1.2468,non-habitable
Kepler-186 f,0.8,0.1,1.1244,0.1,0.1,0.5596,1.1188,hypopsychroplanet
Kepler-187 b,0.8,0.1,1.3164,0.1,0.8,1.9583,1.3228,non-habitable
Kepler-188 b,0.8,0.1,1.5303,0.1,0.8,2.4004,1.539,non-habitable
Kepler-189 b,0.8,0.1,1.1563,0.1,0.8,1.1863,1.1566,non-habitable
Kepler-189 c,0.8,0.1,2.089,0.1,0.8,1.1227,2.0793,non-habitable
Kepler-190 b,0.8,0.1,1.4356,0.1,0.8,1.867,1.4399,non-habitable
Kepler-190 c,0.8,0.1,1.3563,0.1,0.8,1.5817,1.3586,non-habitable
Kepler-191 b,0.8,0.1,1.26,0.1,0.8,1.2418,1.2598,non-habitable
Kepler-191 c,0.8,0.1,1.6731,0.1,0.8,1.1287,1.6677,non-habitable
Kepler-191 d,0.8,0.1,2.0051,0.1,0.8,1.5467,2.0005,non-habitable
Kepler-193 b,0.8,0.1,2.1044,0.1,0.8,1.6738,2.1001,non-habitable
Kepler-194 b,0.8,0.1,1.396,0.1,0.8,2.2845,1.4049,non-habitable
Kepler-194 d,0.8,0.1,2.1128,0.1,0.8,1.0898,2.1026,non-habitable
Kepler-195 b,0.8,0.1,1.8102,0.1,0.8,1.3888,1.806,non-habitable
Kepler-195 c,0.8,0.1,1.4269,0.1,0.8,0.9356,1.422,non-habitable
Kepler-196 b,0.8,0.1,1.7061,0.1,0.8,1.0732,1.6998,non-habitable
Kepler-196 c,0.8,0.1,1.9799,0.1,0.8,0.9045,1.9691,non-habitable
Kepler-197 b,0.8,0.1,1.0356,0.1,0.8,1.751,1.0428,non-habitable
Kepler-197 c,0.1,0.8,2.5003,0.1,0.8,1.6292,2.4916,non-habitable
Kepler-197 d,0.8,0.1,1.1805,0.1,0.8,1.3731,1.1824,non-habitable
Kepler-197 e,0.1,0.1,0.983,0.1,0.8,1.1676,0.9848,non-habitable
Kepler-198 c,0.8,0.1,2.1641,0.1,0.8,1.0201,2.1527,non-habitable
Kepler-198 d,0.8,0.1,1.4034,0.1,0.8,2.3571,1.4129,non-habitable
Kepler-200 b,0.8,0.1,1.891,0.1,0.8,1.5542,1.8876,non-habitable
Kepler-200 c,0.8,0.1,1.459,0.1,0.8,1.4181,1.4586,non-habitable
Kepler-201 b,0.8,0.1,2.1558,0.1,0.8,1.383,2.1481,non-habitable
Kepler-202 b,0.8,0.1,1.4837,0.1,0.8,1.402,1.4829,non-habitable
Kepler-202 c,0.8,0.1,1.6659,0.1,0.8,1.0137,1.6594,non-habitable
Kepler-203 c,0.8,0.1,2.1641,0.1,0.8,1.9234,2.1617,non-habitable
Kepler-203 d,0.7,0.2,1.2871,0.1,0.8,1.4567,1.2888,non-habitable
Kepler-204 c,0.8,0.1,1.6185,0.1,0.8,1.2749,1.6151,non-habitable
Kepler-205 b,0.8,0.1,1.396,0.1,0.8,1.3816,1.3959,non-habitable
Kepler-205 c,0.8,0.1,1.4984,0.1,0.8,0.8492,1.4919,non-habitable
Kepler-206 b,0.7,0.1,1.1279,0.1,0.8,1.5934,1.1326,non-habitable
Kepler-206 c,0.8,0.1,1.6026,0.1,0.8,1.4721,1.6013,non-habitable
Kepler-206 d,0.8,0.1,1.1398,0.1,0.8,1.2,1.1404,non-habitable
Kepler-207 b,0.8,0.1,1.4429,0.1,0.7,2.2913,1.4514,non-habitable
Kepler-207 c,0.8,0.1,1.3873,0.1,0.7,1.9745,1.3932,non-habitable
Kepler-208 b,0.8,0.1,1.4837,0.1,0.8,2.0759,1.4896,non-habitable
Kepler-208 c,0.8,0.1,1.3001,0.1,0.7,1.5281,1.3024,non-habitable
Kepler-208 d,0.8,0.1,1.1487,0.1,0.8,1.5501,1.1527,non-habitable
Kepler-208 e,0.8,0.1,1.3711,0.1,0.8,1.4517,1.3719,non-habitable
Kepler-209 b,0.8,0.1,1.9967,0.1,0.8,1.3114,1.9898,non-habitable
Kepler-211 b,0.8,0.1,1.1881,0.1,0.8,1.5299,1.1915,non-habitable
Kepler-211 c,0.8,0.1,1.221,0.1,0.8,1.3917,1.2227,non-habitable
Kepler-212 b,0.8,0.1,1.059,0.1,0.8,1.4028,1.0624,non-habitable
Kepler-213 b,0.8,0.1,1.4837,0.1,0.8,2.2291,1.4912,non-habitable
Kepler-213 c,0.8,0.1,2.0626,0.1,0.8,1.9804,2.0618,non-habitable
Kepler-214 c,0.8,0.1,1.891,0.1,0.8,1.3577,1.8857,non-habitable
Kepler-215 b,0.8,0.1,1.4837,0.1,0.8,1.5241,1.4841,non-habitable
Kepler-215 c,0.8,0.1,1.6026,0.1,0.8,1.3795,1.6004,non-habitable
Kepler-215 d,0.8,0.1,2.1044,0.1,0.8,1.2103,2.0955,non-habitable
Kepler-215 e,0.8,0.1,1.5853,0.1,0.8,0.9404,1.5789,non-habitable
Kepler-216 b,0.8,0.1,2.0723,0.1,0.8,1.8758,2.0703,non-habitable
Kepler-217 b,0.8,0.1,1.9714,0.1,0.8,2.3205,1.9749,non-habitable
Kepler-217 c,0.8,0.1,1.6659,0.1,0.8,1.9921,1.6692,non-habitable
Kepler-218 b,0.8,0.1,1.3711,0.1,0.8,1.8562,1.376,non-habitable
Kepler-220 b,0.1,0.1,0.9599,0.1,0.8,1.2565,0.9629,non-habitable
Kepler-220 c,0.8,0.1,1.4429,0.1,0.8,1.1379,1.4398,non-habitable
Kepler-220 d,0.1,0.1,0.982,0.1,0.8,0.7976,0.9802,non-habitable
Kepler-220 e,0.8,0.1,1.2524,0.1,0.8,0.7419,1.2473,non-habitable
Kepler-221 b,0.7,0.2,1.4918,0.1,0.8,1.7993,1.4949,non-habitable
Kepler-223 b,0.8,0.1,1.539,0.1,0.8,1.6319,1.5399,non-habitable
Kepler-223 c,0.8,0.1,1.7775,0.1,0.8,1.5596,1.7753,non-habitable
Kepler-223 e,0.8,0.1,2.1128,0.1,0.8,1.3541,2.1052,non-habitable
Kepler-224 b,0.8,0.1,1.3001,0.1,0.8,1.5538,1.3026,non-habitable
Kepler-224 d,0.8,0.1,2.029,0.1,0.8,1.2221,2.0209,non-habitable
Kepler-224 e,0.8,0.1,1.7618,0.1,0.8,1.0508,1.7547,non-habitable
Kepler-225 b,0.8,0.1,1.1487,0.1,0.8,0.9106,1.1463,non-habitable
Kepler-225 c,0.8,0.1,1.6573,0.1,0.8,0.7608,1.6483,non-habitable
Kepler-226 b,0.8,0.1,1.4269,0.1,0.8,1.678,1.4294,non-habitable
Kepler-226 c,0.8,0.1,2.0051,0.1,0.8,1.6476,2.0015,non-habitable
Kepler-226 d,0.7,0.1,1.141,0.1,0.8,1.3497,1.1431,non-habitable
Kepler-228 b,0.8,0.1,1.4034,0.1,0.8,2.119,1.4106,non-habitable
Kepler-229 b,0.8,0.1,1.9475,0.1,0.8,1.4461,1.9425,non-habitable
Kepler-230 c,0.8,0.1,1.8173,0.1,0.8,0.8156,1.8073,non-habitable
Kepler-231 b,0.8,0.1,1.5622,0.1,0.8,0.892,1.5555,non-habitable
Kepler-231 c,0.8,0.1,1.729,0.1,0.8,0.7788,1.7195,non-habitable
Kepler-233 b,0.8,0.1,2.1391,0.1,0.8,1.4289,2.132,non-habitable
Kepler-235 b,0.8,0.1,1.9714,0.1,0.8,1.3774,1.9655,non-habitable
Kepler-235 c,0.8,0.1,1.2121,0.1,0.8,1.0197,1.2102,non-habitable
Kepler-235 d,0.8,0.1,1.8258,0.1,0.7,0.8372,1.8159,non-habitable
Kepler-235 e,0.8,0.1,1.9644,0.1,0.8,0.7301,1.9521,non-habitable
Kepler-236 b,0.8,0.1,1.4429,0.1,0.8,0.9313,1.4378,non-habitable
Kepler-236 c,0.7,0.2,1.7007,0.1,0.8,0.7525,1.6912,non-habitable
Kepler-237 b,0.8,0.1,1.3164,0.1,0.8,1.3989,1.3172,non-habitable
Kepler-237 c,0.8,0.1,1.85,0.1,0.8,1.3023,1.8445,non-habitable
Kepler-238 b,0.8,0.1,1.5622,0.1,0.8,2.0339,1.5669,non-habitable
Kepler-238 c,0.8,0.1,2.1044,0.1,0.8,1.6377,2.0997,non-habitable
Kepler-238 f,0.1,0.8,2.0212,0.1,0.8,0.9492,2.0105,non-habitable
Kepler-239 b,0.8,0.1,2.0542,0.1,0.8,1.2274,2.0459,non-habitable
Kepler-240 b,0.8,0.1,1.2838,0.1,0.8,1.4566,1.2855,non-habitable
Kepler-240 c,0.8,0.1,1.9475,0.1,0.8,1.3329,1.9414,non-habitable
Kepler-241 b,0.8,0.1,2.0542,0.1,0.8,1.1379,2.045,non-habitable
Kepler-242 c,0.8,0.1,1.7775,0.1,0.8,1.2002,1.7717,non-habitable
Kepler-243 b,0.8,0.1,2.1558,0.1,0.8,1.5829,2.1501,non-habitable
Kepler-243 c,0.8,0.1,1.7775,0.1,0.8,1.1163,1.7709,non-habitable
Kepler-244 c,0.8,0.1,1.8258,0.1,0.8,1.384,1.8214,non-habitable
Kepler-244 d,0.8,0.1,2.0374,0.1,0.8,1.1846,2.0289,non-habitable
Kepler-245 c,0.8,0.1,1.9235,0.1,0.8,1.1496,1.9158,non-habitable
Kepler-245 e,0.8,0.1,1.5853,0.1,0.8,1.7047,1.5865,non-habitable
Kepler-246 b,0.7,0.2,1.9793,0.1,0.8,1.6634,1.9761,non-habitable
Kepler-246 c,0.8,0.1,1.3873,0.1,0.8,1.23,1.3857,non-habitable
Kepler-247 b,0.8,0.1,1.4984,0.1,0.7,1.4473,1.4979,non-habitable
Kepler-249 b,0.8,0.1,1.059,0.1,0.8,1.047,1.0589,non-habitable
Kepler-249 c,0.8,0.1,1.396,0.1,0.8,0.91,1.3911,non-habitable
Kepler-249 d,0.8,0.1,1.4429,0.1,0.8,0.7597,1.4361,non-habitable
Kepler-250 b,0.8,0.1,1.0924,0.1,0.8,1.5104,1.0966,non-habitable
Kepler-250 c,0.8,0.1,2.0051,0.1,0.8,1.4627,1.9997,non-habitable
Kepler-250 d,0.8,0.1,1.9235,0.1,0.8,1.1547,1.9158,non-habitable
Kepler-251 b,0.8,0.1,1.2524,0.1,0.8,1.6238,1.2561,non-habitable
Kepler-252 b,0.8,0.1,1.1728,0.1,0.7,0.9739,1.1708,non-habitable
Kepler-252 c,0.7,0.2,1.8252,0.1,0.8,1.0199,1.8171,non-habitable
Kepler-253 b,0.8,0.1,1.4837,0.1,0.8,1.6098,1.485,non-habitable
Kepler-254 c,0.8,0.1,1.9066,0.1,0.8,1.4389,1.9019,non-habitable
Kepler-254 d,0.8,0.1,2.1974,0.1,0.8,1.3342,2.1888,non-habitable
Kepler-255 b,0.7,0.2,1.3724,0.1,0.8,1.589,1.3746,non-habitable
Kepler-255 d,0.8,0.1,1.2449,0.1,0.8,2.4283,1.2567,non-habitable
Kepler-256 b,0.8,0.1,1.459,0.1,0.8,2.5149,1.4696,non-habitable
Kepler-256 c,0.8,0.1,1.9066,0.1,0.7,1.849,1.906,non-habitable
Kepler-256 d,0.8,0.1,2.1795,0.1,0.8,1.9359,2.1771,non-habitable
Kepler-256 e,0.8,0.1,2.0723,0.1,0.8,1.642,2.068,non-habitable
Kepler-260 b,0.8,0.1,1.786,0.1,0.8,1.4362,1.7825,non-habitable
Kepler-260 c,0.8,0.1,1.5781,0.1,0.7,0.7792,1.5701,non-habitable
Kepler-261 b,0.8,0.1,1.9235,0.1,0.8,1.2995,1.9173,non-habitable
Kepler-261 c,0.7,0.2,1.7007,0.1,0.8,1.0346,1.694,non-habitable
Kepler-262 b,0.8,0.1,1.2763,0.1,0.8,1.2874,1.2764,non-habitable
Kepler-262 c,0.8,0.1,1.4984,0.1,0.8,1.1639,1.4951,non-habitable
Kepler-263 c,0.8,0.1,2.1641,0.1,0.8,0.9427,2.1519,non-habitable
Kepler-265 b,0.8,0.1,1.6731,0.1,0.8,1.7428,1.6738,non-habitable
Kepler-265 d,0.8,0.1,2.1891,0.1,0.8,1.1575,2.1788,non-habitable
Kepler-266 b,0.8,0.1,2.1795,0.1,0.8,1.7801,2.1755,non-habitable
Kepler-267 b,0.8,0.1,1.7703,0.1,0.8,1.3588,1.7662,non-habitable
Kepler-267 c,0.8,0.1,1.891,0.1,0.8,1.1488,1.8836,non-habitable
Kepler-267 d,0.8,0.1,2.0051,0.1,0.8,0.8275,1.9933,non-habitable
Kepler-269 b,0.8,0.1,2.1641,0.1,0.8,1.8259,2.1607,non-habitable
Kepler-269 c,0.8,0.1,1.539,0.1,0.8,1.5359,1.539,non-habitable
Kepler-270 b,0.8,0.1,1.786,0.1,0.8,1.7129,1.7853,non-habitable
Kepler-270 c,0.7,0.2,1.5363,0.1,0.8,1.3766,1.5347,non-habitable
Kepler-271 b,0.1,0.1,0.9702,0.1,0.8,1.5002,0.9755,non-habitable
Kepler-271 c,0.5,0.1,0.9862,0.1,0.8,1.3899,0.9902,non-habitable
Kepler-272 b,0.8,0.1,1.3326,0.1,0.8,1.8366,1.3376,non-habitable
Kepler-272 c,0.8,0.1,1.6185,0.1,0.7,1.4036,1.6164,non-habitable
Kepler-272 d,0.8,0.1,1.9883,0.1,0.8,1.4132,1.9825,non-habitable
Kepler-273 b,0.7,0.2,1.3361,0.1,0.8,1.8552,1.3413,non-habitable
Kepler-273 c,0.8,0.1,1.7703,0.1,0.8,1.4917,1.7675,non-habitable
Kepler-274 b,0.8,0.1,1.4121,0.1,0.8,1.4508,1.4125,non-habitable
Kepler-274 c,0.8,0.1,1.6573,0.1,0.8,1.1439,1.6522,non-habitable
Kepler-275 b,0.8,0.1,2.0626,0.1,0.8,1.8039,2.06,non-habitable
Kepler-276 c,0.7,0.1,1.9988,0.1,0.8,1.1208,1.99,non-habitable
Kepler-276 d,0.8,0.1,2.1794,0.1,0.8,1.0112,2.1677,non-habitable
Kepler-277 b,0.1,0.8,3.074,0.1,0.8,1.8479,3.0617,non-habitable
Kepler-277 c,0.8,0.1,2.7901,0.1,0.7,1.3802,2.776,non-habitable
Kepler-279 c,0.8,0.1,3.0962,0.1,0.8,1.3506,3.0787,non-habitable
Kepler-279 d,0.7,0.2,2.3547,0.1,0.8,1.223,2.3434,non-habitable
Kepler-280 b,0.8,0.1,1.3401,0.1,0.8,2.0566,1.3473,non-habitable
Kepler-280 c,0.8,0.1,1.786,0.1,0.8,1.7414,1.7856,non-habitable
Kepler-282 b,0.8,0.1,0.9941,0.1,0.8,1.4559,0.9987,non-habitable
Kepler-282 c,0.8,0.1,1.1487,0.1,0.8,1.3493,1.1507,non-habitable
Kepler-282 d,0.1,0.8,3.5407,0.1,0.8,1.3405,3.5187,non-habitable
Kepler-282 e,0.8,0.1,2.6549,0.1,0.8,1.1426,2.6398,non-habitable
Kepler-283 b,0.8,0.1,1.891,0.1,0.8,1.0472,1.8826,non-habitable
Kepler-283 c,0.8,0.1,1.6343,0.1,0.8,0.6127,1.6241,mesoplanet
Kepler-284 b,0.8,0.1,1.9799,0.1,0.8,1.3322,1.9734,non-habitable
Kepler-285 b,0.8,0.1,1.26,0.1,0.8,1.7918,1.2653,non-habitable
Kepler-285 c,0.8,0.1,1.0834,0.1,0.8,1.3996,1.0866,non-habitable
Kepler-286 b,0.8,0.1,1.1805,0.1,0.8,2.0788,1.1895,non-habitable
Kepler-286 c,0.8,0.1,1.2838,0.1,0.8,1.7722,1.2887,non-habitable
Kepler-286 d,0.8,0.1,1.2524,0.1,0.8,1.5296,1.2552,non-habitable
Kepler-286 e,0.8,0.1,1.6026,0.1,0.8,1.069,1.5973,non-habitable
Kepler-287 b,0.8,0.1,2.0542,0.1,0.8,1.3295,2.047,non-habitable
Kepler-288 b,0.8,0.1,1.523,0.1,0.8,1.7675,1.5254,non-habitable
Kepler-289 b,0.8,0.1,1.7901,0.1,0.8,1.1106,1.7833,non-habitable
Kepler-290 b,0.8,0.1,1.9883,0.1,0.8,1.1835,1.9803,non-habitable
Kepler-291 b,0.8,0.1,1.915,0.1,0.8,2.0561,1.9164,non-habitable
Kepler-291 c,0.8,0.1,1.6903,0.1,0.8,1.774,1.6911,non-habitable
Kepler-292 b,0.8,0.1,1.2449,0.1,0.8,1.7946,1.2504,non-habitable
Kepler-292 c,0.8,0.1,1.3637,0.1,0.8,1.6521,1.3666,non-habitable
Kepler-292 d,0.8,0.1,1.9714,0.1,0.8,1.5089,1.9668,non-habitable
Kepler-292 f,0.8,0.1,2.0723,0.1,0.8,1.1611,2.0632,non-habitable
Kepler-294 b,0.8,0.1,1.6026,0.1,0.8,1.9218,1.6058,non-habitable
Kepler-295 b,0.8,0.1,1.164,0.1,0.8,1.2819,1.1652,non-habitable
Kepler-295 c,0.8,0.1,1.1167,0.1,0.8,1.1097,1.1166,non-habitable
Kepler-295 d,0.8,0.1,1.2763,0.1,0.8,1.0128,1.2737,non-habitable
Kepler-296 b,0.3,0.1,0.9658,0.1,0.8,1.1932,0.9681,non-habitable
Kepler-296 c,0.8,0.1,1.9066,0.1,0.8,1.195,1.8995,non-habitable
Kepler-296 d,0.8,0.1,2.0051,0.1,0.8,0.8975,1.994,non-habitable
Kepler-296 e,0.8,0.1,1.3724,0.1,0.8,0.6215,1.3649,mesoplanet
Kepler-296 f,0.8,0.1,1.5867,0.1,0.1,0.5924,1.5768,psychroplanet
Kepler-298 b,0.8,0.1,1.7532,0.1,0.8,1.0675,1.7463,non-habitable
Kepler-298 c,0.8,0.1,1.729,0.1,0.8,0.877,1.7205,non-habitable
Kepler-298 d,0.8,0.1,2.1974,0.1,0.8,0.6987,2.1824,mesoplanet
Kepler-299 b,0.8,0.1,1.2449,0.1,0.8,1.9386,1.2518,non-habitable
Kepler-299 d,0.8,0.1,1.6731,0.1,0.7,1.2192,1.6686,non-habitable
Kepler-299 e,0.8,0.1,1.6817,0.1,0.8,1.0676,1.6756,non-habitable
Kepler-300 b,0.8,0.1,1.523,0.1,0.8,1.4385,1.5222,non-habitable
Kepler-300 c,0.8,0.1,1.9883,0.1,0.8,1.0799,1.9792,non-habitable
Kepler-301 b,0.8,0.1,1.26,0.1,0.8,1.9738,1.2671,non-habitable
Kepler-301 c,0.8,0.1,1.26,0.1,0.8,1.6197,1.2636,non-habitable
Kepler-301 d,0.8,0.1,1.5853,0.1,0.7,1.2018,1.5815,non-habitable
Kepler-303 b,0.1,0.1,0.9702,0.1,0.8,1.2692,0.9732,non-habitable
Kepler-303 c,0.8,0.1,1.1001,0.1,0.8,0.9459,1.0986,non-habitable
