Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
Kepler-1236 b,0.8,0.1,1.8981,0.1,0.8,1.0348,1.8895,non-habitable
Kepler-1238 b,0.8,0.1,1.729,0.1,0.8,2.2984,1.7347,non-habitable
Kepler-1240 b,0.8,0.1,1.1078,0.1,0.8,1.6426,1.1131,non-habitable
Kepler-1242 b,0.7,0.2,1.9139,0.1,0.8,1.1726,1.9065,non-habitable
Kepler-1243 b,0.8,0.1,1.5853,0.1,0.8,1.2615,1.5821,non-habitable
Kepler-1244 b,0.8,0.1,1.26,0.1,0.8,2.4596,1.272,non-habitable
Kepler-1245 b,0.8,0.1,1.3326,0.1,0.8,1.588,1.3352,non-habitable
Kepler-1245 c,0.8,0.1,1.3326,0.1,0.8,1.7571,1.3368,non-habitable
Kepler-1246 b,0.8,0.1,1.2763,0.1,0.8,1.0574,1.2741,non-habitable
Kepler-1247 b,0.8,0.1,2.0542,0.1,0.8,1.2801,2.0465,non-habitable
Kepler-1248 b,0.8,0.1,1.1321,0.1,0.8,1.6689,1.1375,non-habitable
Kepler-1249 b,0.8,0.1,2.089,0.1,0.8,1.4205,2.0823,non-habitable
Kepler-1250 b,0.8,0.1,1.7218,0.1,0.7,1.7984,1.7226,non-habitable
Kepler-1251 b,0.8,0.1,1.6573,0.1,0.8,0.9656,1.6504,non-habitable
Kepler-1252 b,0.8,0.1,1.523,0.1,0.8,1.3963,1.5217,non-habitable
Kepler-1253 b,0.8,0.1,1.2524,0.1,0.8,0.9235,1.2491,non-habitable
Kepler-1254 b,0.8,0.1,1.4269,0.1,0.8,1.208,1.4247,non-habitable
Kepler-1254 c,0.8,0.1,1.2285,0.1,0.8,1.5262,1.2315,non-habitable
Kepler-1254 d,0.8,0.1,1.2361,0.1,0.8,1.3578,1.2373,non-habitable
Kepler-1255 b,0.8,0.1,2.0458,0.1,0.8,1.2054,2.0374,non-habitable
Kepler-1256 b,0.7,0.2,1.3298,0.1,0.8,1.5848,1.3324,non-habitable
Kepler-1257 b,0.8,0.1,1.4034,0.1,0.8,1.8918,1.4083,non-habitable
Kepler-1258 b,0.1,0.1,0.9668,0.1,0.8,2.4804,0.9819,non-habitable
Kepler-1259 b,0.8,0.1,1.3326,0.1,0.8,2.4389,1.3437,non-habitable
Kepler-1260 b,0.7,0.2,1.5363,0.1,0.8,1.3235,1.5342,non-habitable
Kepler-1261 b,0.8,0.1,1.9967,0.1,0.8,0.8826,1.9856,non-habitable
Kepler-1262 b,0.8,0.1,1.6343,0.1,0.8,1.5393,1.6334,non-habitable
Kepler-1263 b,0.8,0.1,1.1001,0.1,0.8,1.4847,1.1039,non-habitable
Kepler-1264 b,0.8,0.1,1.1321,0.1,0.8,2.5606,1.1464,non-habitable
Kepler-1265 b,0.8,0.1,1.26,0.1,0.8,1.2231,1.2596,non-habitable
Kepler-1268 b,0.8,0.1,1.8102,0.1,0.8,1.1158,1.8033,non-habitable
Kepler-1269 b,0.8,0.1,1.4837,0.1,0.8,1.1303,1.4802,non-habitable
Kepler-1271 b,0.8,0.1,1.3711,0.1,0.8,2.2063,1.3795,non-habitable
Kepler-1272 b,0.8,0.1,2.0806,0.1,0.8,1.0917,2.0707,non-habitable
Kepler-1273 b,0.8,0.1,2.1891,0.1,0.8,1.1535,2.1787,non-habitable
Kepler-1274 b,0.8,0.1,1.3238,0.1,0.8,2.1418,1.332,non-habitable
Kepler-1275 b,0.8,0.1,1.3711,0.1,0.7,1.8683,1.3761,non-habitable
Kepler-1276 b,0.8,0.1,1.1398,0.1,0.8,1.4795,1.1432,non-habitable
Kepler-1277 b,0.8,0.1,1.4677,0.1,0.8,0.9807,1.4628,non-habitable
Kepler-1278 b,0.8,0.1,0.9941,0.1,0.8,2.0015,1.0042,non-habitable
Kepler-1279 b,0.8,0.1,1.5853,0.1,0.8,1.3784,1.5832,non-habitable
Kepler-1280 b,0.8,0.1,1.6817,0.1,0.8,1.0734,1.6756,non-habitable
Kepler-1281 b,0.7,0.2,1.4384,0.1,0.8,1.773,1.4417,non-habitable
Kepler-1282 b,0.8,0.1,1.4269,0.1,0.8,2.0213,1.4328,non-habitable
Kepler-1283 b,0.8,0.1,1.7061,0.1,0.8,1.5868,1.7049,non-habitable
Kepler-1284 b,0.8,0.1,1.1563,0.1,0.8,2.4192,1.1689,non-habitable
Kepler-1285 b,0.1,0.1,0.982,0.1,0.7,1.2486,0.9847,non-habitable
Kepler-1286 b,0.8,0.1,1.9066,0.1,0.8,1.478,1.9023,non-habitable
Kepler-1287 b,0.8,0.1,1.4121,0.1,0.8,1.3708,1.4117,non-habitable
Kepler-1288 b,0.8,0.1,1.0834,0.1,0.8,2.1974,1.0945,non-habitable
Kepler-1289 b,0.7,0.2,1.3511,0.1,0.8,1.6837,1.3544,non-habitable
Kepler-1290 b,0.8,0.1,1.3238,0.1,0.8,1.686,1.3274,non-habitable
Kepler-1291 b,0.8,0.1,1.5143,0.1,0.8,1.3304,1.5125,non-habitable
Kepler-1292 b,0.8,0.1,1.6343,0.1,0.8,1.8899,1.6369,non-habitable
Kepler-1293 b,0.1,0.1,0.982,0.1,0.8,1.8213,0.9904,non-habitable
Kepler-1295 b,0.8,0.1,1.4269,0.1,0.8,1.7355,1.43,non-habitable
Kepler-1296 b,0.2,0.1,0.9644,0.1,0.8,1.2698,0.9675,non-habitable
Kepler-1297 b,0.1,0.1,0.982,0.1,0.8,2.1802,0.994,non-habitable
Kepler-1298 b,0.8,0.1,1.2361,0.1,0.7,1.7765,1.2415,non-habitable
Kepler-1300 b,0.8,0.1,1.2838,0.1,0.8,1.4799,1.2858,non-habitable
Kepler-1301 b,0.7,0.1,1.2643,0.1,0.8,1.28,1.2645,non-habitable
Kepler-1302 b,0.8,0.1,1.3326,0.1,0.8,1.3062,1.3323,non-habitable
Kepler-1303 b,0.8,0.1,1.3238,0.1,0.8,1.5451,1.326,non-habitable
Kepler-1304 b,0.8,0.1,2.0135,0.1,0.8,1.2138,2.0055,non-habitable
Kepler-1305 b,0.8,0.1,1.6903,0.1,0.8,1.3634,1.687,non-habitable
Kepler-1306 b,0.8,0.1,1.7061,0.1,0.8,1.3121,1.7022,non-habitable
Kepler-1307 b,0.8,0.1,2.1641,0.1,0.8,1.4123,2.1566,non-habitable
Kepler-1308 b,0.1,0.1,0.9113,0.1,0.8,0.9621,0.9118,non-habitable
Kepler-1309 b,0.8,0.1,2.0806,0.1,0.8,1.0517,2.0703,non-habitable
Kepler-1310 b,0.8,0.1,1.3326,0.1,0.8,2.702,1.3463,non-habitable
Kepler-1311 b,0.8,0.1,1.1805,0.1,0.8,1.5504,1.1842,non-habitable
Kepler-1311 c,0.8,0.1,1.164,0.1,0.8,2.2702,1.1751,non-habitable
Kepler-1312 b,0.8,0.1,1.8584,0.1,0.8,1.72,1.857,non-habitable
Kepler-1313 b,0.8,0.1,1.594,0.1,0.8,1.7275,1.5953,non-habitable
Kepler-1315 b,0.8,0.1,1.2926,0.1,0.8,2.1884,1.3016,non-habitable
Kepler-1317 b,0.8,0.1,1.4356,0.1,0.8,2.6169,1.4474,non-habitable
Kepler-1319 b,0.8,0.1,1.26,0.1,0.8,1.1784,1.2592,non-habitable
Kepler-1320 b,0.8,0.1,1.5463,0.1,0.8,2.2091,1.5529,non-habitable
Kepler-1321 c,0.8,0.1,2.1128,0.1,0.7,1.3495,2.1052,non-habitable
Kepler-1322 b,0.8,0.1,1.475,0.1,0.8,2.4785,1.485,non-habitable
Kepler-1323 b,0.8,0.1,1.4034,0.1,0.7,2.5666,1.415,non-habitable
Kepler-1324 b,0.8,0.1,1.396,0.1,0.8,1.4435,1.3965,non-habitable
Kepler-1327 b,0.7,0.2,1.5571,0.1,0.8,1.3819,1.5553,non-habitable
Kepler-1328 b,0.1,0.1,0.982,0.1,0.8,1.6748,0.9889,non-habitable
Kepler-1329 b,0.8,0.1,1.9235,0.1,0.8,1.1792,1.9161,non-habitable
Kepler-1330 b,0.7,0.2,1.4472,0.1,0.7,1.2655,1.4454,non-habitable
Kepler-1331 b,0.8,0.1,1.0266,0.1,0.8,1.9895,1.0362,non-habitable
Kepler-1332 b,0.7,0.1,1.244,0.1,0.7,1.1704,1.2433,non-habitable
Kepler-1334 b,0.8,0.1,2.0135,0.1,0.8,1.3241,2.0066,non-habitable
Kepler-1335 b,0.8,0.1,1.3401,0.1,0.8,1.3235,1.3399,non-habitable
Kepler-1336 b,0.8,0.1,1.7703,0.1,0.8,1.3186,1.7658,non-habitable
Kepler-1336 c,0.8,0.1,1.5549,0.1,0.8,1.8338,1.5577,non-habitable
Kepler-1337 b,0.8,0.1,2.1211,0.1,0.8,0.9498,2.1094,non-habitable
Kepler-1338 b,0.1,0.1,0.9757,0.1,0.8,2.601,0.992,non-habitable
Kepler-1339 b,0.1,0.1,0.945,0.1,0.8,2.1191,0.9567,non-habitable
Kepler-1340 b,0.8,0.1,1.4269,0.1,0.8,3.5183,1.4478,non-habitable
Kepler-1342 b,0.8,0.1,1.5143,0.1,0.8,2.0334,1.5195,non-habitable
Kepler-1343 b,0.8,0.1,1.729,0.1,0.8,1.9502,1.7312,non-habitable
Kepler-1344 b,0.8,0.1,1.6573,0.1,0.8,1.9269,1.66,non-habitable
Kepler-1345 b,0.8,0.1,2.0806,0.1,0.8,1.3322,2.0731,non-habitable
Kepler-1346 b,0.8,0.1,1.4517,0.1,0.8,2.1407,1.4586,non-habitable
Kepler-1347 b,0.8,0.1,1.0109,0.1,0.8,1.0935,1.0117,non-habitable
Kepler-1348 b,0.8,0.1,1.7375,0.1,0.8,1.2041,1.7322,non-habitable
Kepler-1349 b,0.1,0.1,0.9411,0.1,0.8,2.2112,0.9538,non-habitable
Kepler-1350 c,0.8,0.1,1.5622,0.1,0.8,1.4268,1.5608,non-habitable
Kepler-1351 b,0.1,0.1,0.9343,0.1,0.8,1.7701,0.9427,non-habitable
Kepler-1352 b,0.1,0.1,0.9702,0.1,0.8,2.2841,0.9833,non-habitable
Kepler-1353 b,0.8,0.1,1.6257,0.1,0.8,0.9462,1.6189,non-habitable
Kepler-1355 b,0.8,0.1,1.3563,0.1,0.8,2.1867,1.3646,non-habitable
Kepler-1356 b,0.8,0.1,1.4034,0.1,0.8,2.5138,1.4145,non-habitable
Kepler-1357 b,0.8,0.1,1.2121,0.1,0.8,1.8303,1.2183,non-habitable
Kepler-1358 b,0.8,0.1,1.0834,0.1,0.8,1.3143,1.0857,non-habitable
Kepler-1361 b,0.1,0.1,0.9668,0.1,0.8,1.5009,0.9721,non-habitable
Kepler-1363 b,0.8,0.1,1.1881,0.1,0.8,1.5449,1.1917,non-habitable
Kepler-1364 b,0.8,0.1,1.9066,0.1,0.8,1.9247,1.9068,non-habitable
Kepler-1365 b,0.1,0.1,0.9757,0.1,0.8,1.4818,0.9808,non-habitable
Kepler-1365 c,0.1,0.1,0.9587,0.1,0.8,1.6467,0.9656,non-habitable
Kepler-1366 b,0.8,0.1,1.3326,0.1,0.8,1.4264,1.3335,non-habitable
Kepler-1367 b,0.1,0.1,0.9757,0.1,0.8,1.469,0.9806,non-habitable
Kepler-1368 b,0.8,0.1,1.507,0.1,0.8,3.0716,1.5226,non-habitable
Kepler-1370 b,0.8,0.1,1.6573,0.1,0.8,1.4248,1.655,non-habitable
Kepler-1370 c,0.8,0.1,1.2045,0.1,0.8,1.7437,1.2099,non-habitable
Kepler-1371 b,0.1,0.1,0.9476,0.1,0.8,1.5552,0.9537,non-habitable
Kepler-1371 c,0.1,0.1,0.9329,0.1,0.8,1.7614,0.9412,non-habitable
Kepler-1372 b,0.8,0.1,1.2045,0.1,0.8,2.344,1.2159,non-habitable
Kepler-1373 b,0.8,0.1,1.1078,0.1,0.8,2.7756,1.1245,non-habitable
Kepler-1374 b,0.8,0.1,2.0135,0.1,0.8,1.3578,2.0069,non-habitable
Kepler-1375 b,0.8,0.1,1.5781,0.1,0.8,2.6359,1.5887,non-habitable
Kepler-1376 b,0.8,0.1,1.0266,0.1,0.7,1.397,1.0303,non-habitable
Kepler-1377 b,0.8,0.1,1.1881,0.1,0.8,2.4239,1.2005,non-habitable
Kepler-1378 b,0.8,0.1,1.9475,0.1,0.8,1.0866,1.9389,non-habitable
Kepler-1379 b,0.8,0.1,1.2285,0.1,0.8,2.2927,1.2391,non-habitable
Kepler-1380 b,0.8,0.1,1.3326,0.1,0.8,1.3678,1.333,non-habitable
Kepler-1381 b,0.8,0.1,1.9883,0.1,0.8,1.2028,1.9804,non-habitable
Kepler-1382 b,0.8,0.1,1.6903,0.1,0.8,1.6493,1.6899,non-habitable
Kepler-1383 b,0.8,0.1,1.3164,0.1,0.8,1.5936,1.3192,non-habitable
Kepler-1384 b,0.8,0.1,1.7375,0.1,0.8,1.1086,1.7312,non-habitable
Kepler-1385 b,0.1,0.1,0.9657,0.1,0.8,2.0045,0.9761,non-habitable
Kepler-1386 b,0.8,0.1,1.1805,0.1,0.8,1.5711,1.1844,non-habitable
Kepler-1387 b,0.1,0.1,0.9768,0.1,0.8,1.6667,0.9837,non-habitable
Kepler-1388 c,0.8,0.1,1.9967,0.1,0.8,1.2253,1.989,non-habitable
Kepler-1388 e,0.7,0.2,2.0747,0.1,0.8,0.787,2.0618,non-habitable
Kepler-1389 b,0.8,0.1,1.6026,0.1,0.8,0.7084,1.5937,non-habitable
Kepler-1390 b,0.8,0.1,1.1321,0.1,0.8,1.5572,1.1364,non-habitable
Kepler-1391 b,0.8,0.1,1.5303,0.1,0.8,1.0064,1.5251,non-habitable
Kepler-1392 b,0.8,0.1,1.7532,0.1,0.8,1.2529,1.7482,non-habitable
Kepler-1393 b,0.1,0.1,0.9587,0.1,0.8,1.8557,0.9677,non-habitable
Kepler-1394 b,0.8,0.1,1.3001,0.1,0.8,2.6968,1.3141,non-habitable
Kepler-1395 b,0.1,0.1,0.9587,0.1,0.8,1.9135,0.9682,non-habitable
Kepler-1396 b,0.8,0.1,1.8428,0.1,0.8,1.4851,1.8392,non-habitable
Kepler-1397 b,0.8,0.1,1.5549,0.1,0.8,1.0686,1.55,non-habitable
Kepler-1398 b,0.1,0.1,0.9724,0.1,0.8,2.0742,0.9834,non-habitable
Kepler-1398 c,0.8,0.1,1.0109,0.1,0.8,1.9032,1.0198,non-habitable
Kepler-1399 b,0.8,0.1,1.1881,0.1,0.8,2.2218,1.1984,non-habitable
Kepler-1400 b,0.8,0.1,1.4837,0.1,0.8,1.2667,1.4815,non-habitable
Kepler-1401 b,0.8,0.1,1.5303,0.1,0.8,1.5126,1.5301,non-habitable
Kepler-1402 b,0.1,0.1,0.9526,0.1,0.8,1.8324,0.9614,non-habitable
Kepler-1403 b,0.8,0.1,1.8981,0.1,0.8,1.9615,1.8987,non-habitable
Kepler-1404 b,0.7,0.2,1.7094,0.1,0.8,1.1851,1.7042,non-habitable
Kepler-1406 b,0.8,0.1,1.0679,0.1,0.8,1.4113,1.0713,non-habitable
Kepler-1407 b,0.8,0.1,1.9883,0.1,0.8,1.3976,1.9824,non-habitable
Kepler-1408 b,0.1,0.1,0.9702,0.1,0.8,2.1351,0.9818,non-habitable
Kepler-1409 b,0.8,0.1,1.0188,0.1,0.8,2.3045,1.0317,non-habitable
Kepler-1410 b,0.8,0.1,1.6098,0.1,0.8,0.6543,1.6002,mesoplanet
Kepler-1412 b,0.1,0.1,0.9623,0.1,0.8,1.929,0.972,non-habitable
Kepler-1413 b,0.8,0.1,1.6343,0.1,0.8,1.2099,1.6301,non-habitable
Kepler-1414 b,0.8,0.1,1.1728,0.1,0.8,1.5116,1.1762,non-habitable
Kepler-1415 b,0.8,0.1,1.221,0.1,0.8,2.5621,1.2344,non-habitable
Kepler-1416 b,0.1,0.1,0.9702,0.1,0.8,2.3914,0.9844,non-habitable
Kepler-1417 b,0.5,0.1,0.9862,0.1,0.8,1.1617,0.988,non-habitable
Kepler-1418 b,0.8,0.1,1.5143,0.1,0.8,0.9528,1.5087,non-habitable
Kepler-1420 b,0.8,0.1,1.2121,0.1,0.8,1.3582,1.2136,non-habitable
Kepler-1421 b,0.1,0.1,0.9768,0.1,0.8,1.7924,0.985,non-habitable
Kepler-1422 b,0.8,0.1,1.8017,0.1,0.8,1.4576,1.7983,non-habitable
Kepler-1423 b,0.8,0.1,1.0356,0.1,0.8,0.9109,1.0344,non-habitable
Kepler-1424 b,0.8,0.1,1.1078,0.1,0.8,1.0968,1.1077,non-habitable
Kepler-1425 b,0.2,0.1,0.9718,0.1,0.8,1.2123,0.9742,non-habitable
Kepler-1426 b,0.8,0.1,1.4356,0.1,0.8,1.3516,1.4348,non-habitable
Kepler-1427 b,0.8,0.1,1.0679,0.1,0.8,2.5622,1.0828,non-habitable
Kepler-1428 b,0.8,0.1,1.4984,0.1,0.8,1.6624,1.5,non-habitable
Kepler-1429 b,0.8,0.1,1.221,0.1,0.8,1.8128,1.2269,non-habitable
Kepler-1430 b,0.8,0.1,1.1321,0.1,0.8,1.5899,1.1367,non-habitable
Kepler-1431 b,0.8,0.1,1.3637,0.1,0.8,1.6792,1.3669,non-habitable
Kepler-1432 b,0.8,0.1,1.9644,0.1,0.8,1.3305,1.9581,non-habitable
Kepler-1433 b,0.8,0.1,1.4356,0.1,0.8,2.0087,1.4413,non-habitable
Kepler-1434 b,0.8,0.1,1.0757,0.1,0.8,1.9744,1.0847,non-habitable
Kepler-1435 b,0.2,0.1,0.9524,0.1,0.8,1.9483,0.9624,non-habitable
Kepler-1436 b,0.8,0.1,1.2361,0.1,0.8,1.5123,1.2389,non-habitable
Kepler-1437 b,0.7,0.2,1.2415,0.1,0.8,1.319,1.2423,non-habitable
Kepler-1438 b,0.1,0.1,0.9778,0.1,0.8,1.9021,0.987,non-habitable
Kepler-1439 b,0.8,0.1,1.3563,0.1,0.8,0.8558,1.3513,non-habitable
Kepler-1440 b,0.8,0.1,1.1881,0.1,0.8,0.9763,1.186,non-habitable
Kepler-1441 b,0.8,0.1,1.2361,0.1,0.8,1.0115,1.2339,non-habitable
Kepler-1443 b,0.1,0.1,0.982,0.1,0.7,1.9052,0.9912,non-habitable
Kepler-1444 b,0.8,0.1,1.9235,0.1,0.8,1.1624,1.9159,non-habitable
Kepler-1445 b,0.1,0.1,0.981,0.1,0.8,1.5221,0.9864,non-habitable
Kepler-1446 b,0.1,0.1,0.9611,0.1,0.8,2.1568,0.9731,non-habitable
Kepler-1448 b,0.8,0.1,1.475,0.1,0.8,1.3649,1.4739,non-habitable
Kepler-1449 b,0.8,0.1,1.5303,0.1,0.8,1.451,1.5295,non-habitable
Kepler-1450 b,0.8,0.1,1.5549,0.1,0.7,0.7186,1.5465,non-habitable
Kepler-1454 b,0.8,0.1,1.6903,0.1,0.8,0.9386,1.6828,non-habitable
Kepler-1455 b,0.8,0.1,1.915,0.1,0.8,0.7133,1.903,non-habitable
Kepler-1456 b,0.8,0.1,1.1001,0.1,0.8,0.8404,1.0975,non-habitable
Kepler-1457 b,0.8,0.1,1.7775,0.1,0.8,1.0257,1.77,non-habitable
Kepler-1459 b,0.8,0.1,1.2763,0.1,0.8,0.7309,1.2708,non-habitable
Kepler-1460 b,0.8,0.1,1.7532,0.1,0.8,0.8535,1.7442,non-habitable
Kepler-1461 b,0.8,0.1,1.8102,0.1,0.8,0.9525,1.8016,non-habitable
Kepler-1463 b,0.8,0.1,1.6731,0.1,0.8,1.1591,1.668,non-habitable
Kepler-1464 b,0.8,0.1,1.5143,0.1,0.8,1.1112,1.5103,non-habitable
Kepler-1464 c,0.2,0.1,0.9862,0.1,0.8,1.6299,0.9926,non-habitable
Kepler-1465 b,0.8,0.1,1.6026,0.1,0.8,0.8774,1.5953,non-habitable
Kepler-1466 b,0.8,0.1,1.4269,0.1,0.8,1.118,1.4238,non-habitable
Kepler-1468 b,0.8,0.1,1.5622,0.1,0.8,1.6048,1.5626,non-habitable
Kepler-1468 c,0.8,0.1,1.1078,0.1,0.8,1.8843,1.1156,non-habitable
Kepler-1470 b,0.8,0.1,1.0356,0.1,0.7,0.9398,1.0346,non-habitable
Kepler-1471 b,0.8,0.1,1.3164,0.1,0.8,1.799,1.3212,non-habitable
Kepler-1472 b,0.8,0.1,1.7061,0.1,0.8,1.2065,1.7011,non-habitable
Kepler-1473 b,0.8,0.1,1.1398,0.1,0.8,1.3557,1.142,non-habitable
Kepler-1474 b,0.8,0.1,1.915,0.1,0.8,1.1401,1.9073,non-habitable
Kepler-1476 b,0.8,0.1,1.523,0.1,0.8,1.423,1.522,non-habitable
Kepler-1477 b,0.8,0.1,1.1321,0.1,0.8,1.1502,1.1323,non-habitable
Kepler-1478 b,0.8,0.1,1.5622,0.1,0.8,1.2051,1.5586,non-habitable
Kepler-1479 b,0.8,0.1,1.6501,0.1,0.8,1.357,1.6472,non-habitable
Kepler-1480 b,0.8,0.1,1.523,0.1,0.8,1.0469,1.5182,non-habitable
Kepler-1481 b,0.8,0.1,1.1728,0.1,0.8,1.3129,1.1742,non-habitable
Kepler-1482 b,0.8,0.1,0.9941,0.1,0.8,1.1762,0.9959,non-habitable
Kepler-1483 b,0.8,0.1,1.4034,0.1,0.8,1.7523,1.4069,non-habitable
Kepler-1484 b,0.8,0.1,1.874,0.1,0.8,1.1272,1.8665,non-habitable
Kepler-1485 b,0.8,0.1,1.3637,0.1,0.8,1.3036,1.3631,non-habitable
Kepler-1486 b,0.8,0.1,2.0458,0.1,0.8,1.0831,2.0362,non-habitable
Kepler-1487 b,0.8,0.1,1.891,0.1,0.8,2.1173,1.8933,non-habitable
Kepler-1488 b,0.8,0.1,1.6731,0.1,0.8,1.174,1.6681,non-habitable
Kepler-1489 b,0.8,0.1,1.6026,0.1,0.8,0.8435,1.595,non-habitable
Kepler-1491 b,0.8,0.1,1.396,0.1,0.8,1.2666,1.3947,non-habitable
Kepler-1492 b,0.8,0.1,1.3799,0.1,0.8,0.9981,1.3761,non-habitable
Kepler-1493 b,0.8,0.1,1.3164,0.1,0.8,1.437,1.3176,non-habitable
Kepler-1496 b,0.8,0.1,1.9644,0.1,0.7,1.0217,1.955,non-habitable
Kepler-1497 b,0.8,0.1,1.5143,0.1,0.8,1.4841,1.514,non-habitable
Kepler-1498 b,0.8,0.1,1.2524,0.1,0.8,0.8452,1.2483,non-habitable
Kepler-1499 b,0.8,0.1,1.1398,0.1,0.8,0.8224,1.1366,non-habitable
Kepler-1500 b,0.8,0.1,1.1487,0.1,0.8,1.2801,1.15,non-habitable
Kepler-1501 b,0.8,0.1,1.4356,0.1,0.8,1.5193,1.4364,non-habitable
Kepler-1503 b,0.8,0.1,2.0051,0.1,0.8,0.7538,1.9926,non-habitable
Kepler-1504 b,0.8,0.1,1.891,0.1,0.8,0.8217,1.8803,non-habitable
Kepler-1505 b,0.1,0.1,0.9768,0.1,0.8,0.9628,0.9767,non-habitable
Kepler-1506 b,0.7,0.1,1.2108,0.1,0.8,1.2648,1.2113,non-habitable
Kepler-1507 b,0.1,0.1,0.9646,0.1,0.8,1.0795,0.9657,non-habitable
Kepler-1508 b,0.7,0.1,1.2172,0.1,0.8,1.3224,1.2183,non-habitable
Kepler-1509 b,0.8,0.1,1.6659,0.1,0.8,1.1821,1.6611,non-habitable
Kepler-1511 b,0.8,0.1,1.5303,0.1,0.8,1.3374,1.5284,non-habitable
Kepler-1512 b,0.8,0.1,1.1321,0.1,0.8,0.8512,1.1293,non-habitable
Kepler-1516 b,0.8,0.1,1.5853,0.1,0.8,1.675,1.5862,non-habitable
Kepler-1521 b,0.8,0.1,2.1974,0.1,0.8,0.9096,2.1845,non-habitable
Kepler-1522 b,0.8,0.1,1.5622,0.1,0.8,2.2169,1.5687,non-habitable
Kepler-1523 b,0.8,0.1,1.4517,0.1,0.8,2.6394,1.4636,non-habitable
Kepler-1525 b,0.1,0.1,0.9735,0.1,0.7,1.6791,0.9806,non-habitable
Kepler-1526 b,0.8,0.1,2.1391,0.1,0.8,1.5197,2.1329,non-habitable
Kepler-1528 b,0.8,0.1,1.3563,0.1,0.8,2.2957,1.3657,non-habitable
Kepler-1529 b,0.8,0.1,1.8584,0.1,0.8,1.5071,1.8549,non-habitable
Kepler-1530 b,0.8,0.1,1.4984,0.1,0.7,1.6612,1.5,non-habitable
Kepler-1530 c,0.8,0.1,1.507,0.1,0.8,1.5983,1.5079,non-habitable
Kepler-1531 b,0.8,0.1,1.0757,0.1,0.8,2.8085,1.093,non-habitable
Kepler-1532 b,0.8,0.1,1.26,0.1,0.8,2.3696,1.2711,non-habitable
Kepler-1534 b,0.8,0.1,1.6975,0.1,0.8,1.5869,1.6964,non-habitable
Kepler-1537 b,0.7,0.1,1.1135,0.1,0.8,1.9452,1.1218,non-habitable
Kepler-1540 b,0.8,0.1,2.1891,0.1,0.8,0.6598,2.1738,mesoplanet
Kepler-1541 b,0.8,0.1,1.1078,0.1,0.7,1.1622,1.1083,non-habitable
Kepler-1542 b,0.1,0.1,0.9526,0.1,0.8,1.6463,0.9595,non-habitable
Kepler-1542 c,0.1,0.1,0.9343,0.1,0.8,1.7546,0.9425,non-habitable
Kepler-1542 d,0.1,0.1,0.9691,0.1,0.8,1.5044,0.9745,non-habitable
Kepler-1542 e,0.1,0.1,0.9526,0.1,0.8,1.5406,0.9585,non-habitable
Kepler-1544 b,0.8,0.1,1.6098,0.1,0.8,0.611,1.5998,mesoplanet
Kepler-1547 b,0.1,0.1,0.9724,0.1,0.8,2.9729,0.9924,non-habitable
Kepler-1552 b,0.7,0.2,2.0831,0.1,0.8,0.6786,2.0691,mesoplanet
Kepler-1553 b,0.8,0.1,1.1078,0.1,0.8,1.5354,1.1121,non-habitable
Kepler-1555 b,0.8,0.1,1.475,0.1,0.8,1.5955,1.4762,non-habitable
Kepler-1556 b,0.8,0.1,1.7532,0.1,0.8,1.5045,1.7507,non-habitable
Kepler-1557 b,0.8,0.1,1.4034,0.1,0.8,2.0501,1.4099,non-habitable
Kepler-1558 b,0.1,0.1,0.9398,0.1,0.8,1.4599,0.945,non-habitable
Kepler-1559 b,0.1,0.1,0.9463,0.1,0.8,2.1386,0.9582,non-habitable
Kepler-1560 b,0.1,0.1,0.9702,0.1,0.8,1.8623,0.9791,non-habitable
Kepler-1561 b,0.8,0.1,1.059,0.1,0.8,2.6694,1.0751,non-habitable
Kepler-1563 b,0.1,0.1,0.9514,0.1,0.8,1.7391,0.9593,non-habitable
Kepler-1564 b,0.8,0.1,1.3637,0.1,0.8,1.1695,1.3618,non-habitable
Kepler-1565 b,0.8,0.1,1.1398,0.1,0.7,1.5999,1.1444,non-habitable
Kepler-1566 b,0.1,0.1,0.9551,0.1,0.8,2.496,0.9705,non-habitable
Kepler-1568 b,0.8,0.1,1.2285,0.1,0.8,1.2763,1.229,non-habitable
Kepler-1569 b,0.8,0.1,1.5303,0.1,0.8,2.0143,1.5351,non-habitable
Kepler-1570 b,0.8,0.1,1.0356,0.1,0.8,1.0138,1.0354,non-habitable
Kepler-1571 b,0.8,0.1,1.4034,0.1,0.8,2.2757,1.4121,non-habitable
Kepler-1572 b,0.2,0.1,0.9718,0.1,0.8,1.5333,0.9774,non-habitable
Kepler-1573 b,0.8,0.1,1.1487,0.1,0.8,1.9952,1.1572,non-habitable
Kepler-1574 b,0.8,0.1,1.221,0.1,0.8,1.6214,1.225,non-habitable
Kepler-1575 b,0.8,0.1,1.2361,0.1,0.8,1.9461,1.2432,non-habitable
Kepler-1576 b,0.8,0.1,1.0188,0.1,0.8,1.5615,1.0242,non-habitable
Kepler-1577 b,0.8,0.1,1.0924,0.1,0.8,1.2673,1.0941,non-habitable
Kepler-1578 b,0.8,0.1,1.0188,0.1,0.8,2.1102,1.0297,non-habitable
Kepler-1579 b,0.1,0.1,0.9646,0.1,0.8,1.9222,0.9742,non-habitable
Kepler-1580 b,0.8,0.1,1.874,0.1,0.8,1.3343,1.8686,non-habitable
