Name,Cls,r,d,t,v,e,Rho,Eta,CEESA,Iter
Kepler-251 b,non-habitable,0.239,0.1338,0.2942,0.3239,0.0091,0.3201,1,1.7252,87
Kepler-252 b,non-habitable,0.2925,0.1491,0.5031,0.0165,0.0388,0.7433,1,1.5402,80
Kepler-252 c,non-habitable,0.1482,0.2946,0.2849,0.2707,0.0017,0.5142,1,1.9151,88
Kepler-253 b,non-habitable,0.3623,0.0203,0.3795,0.2345,0.0034,0.7532,1,2.2708,83
Kepler-254 c,non-habitable,0.1263,0.307,0.2993,0.2596,0.0078,0.7314,1,2.1801,90
Kepler-254 d,non-habitable,0.3037,0.232,0.1404,0.2997,0.0242,0.868,1,2.4757,95
Kepler-255 b,non-habitable,0.3287,0.1456,0.2883,0.2033,0.0341,0.6997,1,1.8876,86
Kepler-255 d,non-habitable,0.2348,0.1276,0.3621,0.1587,0.1169,0.7781,1,2.5344,83
Kepler-256 b,non-habitable,0.1518,0.3207,0.3221,0.0789,0.1265,0.9751,1,2.6319,84
Kepler-256 c,non-habitable,0.2449,0.2313,0.3416,0.1478,0.0345,0.9126,1,2.8026,89
Kepler-256 d,non-habitable,0.1023,0.4256,0.4299,0.041,0.0011,0.9412,1,2.8142,85
Kepler-256 e,non-habitable,0.1597,0.1635,0.2598,0.3971,0.0199,0.5126,1,2.571,97
Kepler-260 b,non-habitable,0.3094,0.0591,0.3666,0.2443,0.0205,0.7636,1,2.2817,75
Kepler-260 c,non-habitable,0.3383,0.0498,0.3176,0.2483,0.046,0.9535,1,1.558,86
Kepler-261 b,non-habitable,0.2232,0.3105,0.1593,0.3034,0.0036,0.8358,1,2.0916,83
Kepler-261 c,non-habitable,0.2437,0.0983,0.4513,0.2056,0.0011,0.3809,1,1.9234,89
Kepler-262 b,non-habitable,0.1844,0.0066,0.4277,0.2526,0.1288,0.7704,1,1.6512,70
Kepler-262 c,non-habitable,0.422,0.0016,0.2341,0.2769,0.0655,0.5108,1,1.5889,81
Kepler-263 c,non-habitable,0.1967,0.1365,0.2953,0.3347,0.0368,0.392,1,2.0813,87
Kepler-265 b,non-habitable,0.2722,0.2771,0.3157,0.1293,0.0057,0.5213,1,2.161,74
Kepler-265 d,non-habitable,0.3046,0.3253,0.0109,0.2311,0.1281,0.6721,1,1.9327,77
Kepler-266 b,non-habitable,0.1528,0.1059,0.4151,0.2475,0.0787,0.6866,1,2.726,95
Kepler-267 b,non-habitable,0.087,0.2172,0.4299,0.2209,0.045,0.8457,1,2.0735,90
Kepler-267 c,non-habitable,0.2669,0.1412,0.2517,0.3251,0.0152,0.9201,1,2.1125,94
Kepler-267 d,non-habitable,0.2824,0.156,0.0609,0.3624,0.1384,0.7612,1,1.8643,83
Kepler-269 b,non-habitable,0.0667,0.0611,0.436,0.3686,0.0676,0.9458,1,3.0554,88
Kepler-269 c,non-habitable,0.3631,0.1034,0.4161,0.0946,0.0228,0.6987,1,2.1754,103
Kepler-270 b,non-habitable,0.1148,0.3197,0.2714,0.2707,0.0233,0.7929,1,2.1843,83
Kepler-270 c,non-habitable,0.116,0.0322,0.3201,0.4508,0.081,0.9451,1,1.9807,89
Kepler-271 b,non-habitable,0.1223,0.302,0.4402,0.0013,0.1342,0.8975,1,1.8177,78
Kepler-271 c,non-habitable,0.2913,0.2324,0.3241,0.0052,0.147,0.833,1,1.4119,89
Kepler-272 b,non-habitable,0.1131,0.0733,0.371,0.4375,0.0052,0.3244,1,2.1475,94
Kepler-272 c,non-habitable,0.0358,0.0157,0.6503,0.1932,0.105,0.9834,1,2.607,80
Kepler-272 d,non-habitable,0.1744,0.2285,0.2698,0.2676,0.0597,0.7681,1,2.1483,86
Kepler-273 b,non-habitable,0.2093,0.0593,0.4632,0.0691,0.199,0.752,1,2.1765,94
Kepler-273 c,non-habitable,0.2894,0.1343,0.2158,0.2789,0.0816,0.9516,1,2.0106,86
Kepler-274 b,non-habitable,0.0122,0.3411,0.3461,0.2664,0.0343,0.8381,1,1.8094,81
Kepler-274 c,non-habitable,0.4064,0.082,0.186,0.2596,0.066,0.9376,1,1.765,88
Kepler-275 b,non-habitable,0.0098,0.1776,0.3789,0.2938,0.1399,0.8329,1,2.4683,91
Kepler-276 c,non-habitable,0.3101,0.162,0.4284,0.0298,0.0696,0.8344,1,1.9125,90
Kepler-276 d,non-habitable,0.3354,0.0405,0.2307,0.3814,0.0121,0.5286,1,2.1924,103
Kepler-277 b,non-habitable,0.3593,0.0741,0.1058,0.3606,0.1001,0.9789,1,3.6658,77
Kepler-277 c,non-habitable,0.3975,0.0227,0.238,0.305,0.0368,0.5469,1,3.2867,88
Kepler-279 c,non-habitable,0.3202,0.0257,0.316,0.2655,0.0726,0.3566,1,2.6639,100
Kepler-279 d,non-habitable,0.0928,0.0204,0.0694,0.7929,0.0245,0.713,1,3.3186,96
Kepler-280 b,non-habitable,0.3701,0.0008,0.4574,0.0574,0.1143,0.7245,1,2.5624,87
Kepler-280 c,non-habitable,0.17,0.2474,0.242,0.3156,0.0251,0.9838,1,2.2615,86
Kepler-282 b,non-habitable,0.1321,0.0471,0.4013,0.3954,0.0241,0.2934,1,1.5357,94
Kepler-282 c,non-habitable,0.2539,0.1841,0.3415,0.182,0.0386,0.3735,1,1.4571,87
Kepler-282 d,non-habitable,0.081,0.3617,0.0796,0.3943,0.0833,0.4551,1,3.5317,88
Kepler-282 e,non-habitable,0.1667,0.0883,0.1737,0.4094,0.1619,0.8558,1,2.7553,96
Kepler-283 b,non-habitable,0.1744,0.3602,0.0571,0.3539,0.0543,0.8863,1,1.8428,82
Kepler-283 c,mesoplanet,0.3483,0.0154,0.3641,0.2639,0.0083,0.7659,1,1.5182,81
Kepler-284 b,non-habitable,0.2836,0.133,0.2042,0.2966,0.0826,0.9598,1,2.1475,76
Kepler-285 b,non-habitable,0.2222,0.179,0.349,0.2214,0.0284,0.6407,1,2.0136,80
Kepler-285 c,non-habitable,0.2075,0.2539,0.2797,0.2124,0.0466,0.6741,1,1.4367,87
Kepler-286 b,non-habitable,0.4088,0.1228,0.3533,0.07,0.0451,0.3803,1,1.9446,88
Kepler-286 c,non-habitable,0.2706,0.2294,0.2876,0.2028,0.0097,0.8567,1,1.966,88
Kepler-286 d,non-habitable,0.2785,0.033,0.2402,0.3665,0.0818,0.8917,1,1.648,85
Kepler-286 e,non-habitable,0.2325,0.1918,0.2643,0.3076,0.0038,0.4986,1,1.7344,96
Kepler-287 b,non-habitable,0.4624,0.0291,0.356,0.1516,0.0009,0.4644,1,2.454,86
Kepler-288 b,non-habitable,0.3123,0.0662,0.3369,0.1991,0.0854,0.9643,1,2.2293,86
Kepler-289 b,non-habitable,0.3654,0.0242,0.1343,0.4044,0.0717,0.9551,1,1.9186,77
Kepler-290 b,non-habitable,0.3542,0.0567,0.2952,0.2906,0.0032,0.7358,1,2.3177,93
Kepler-291 b,non-habitable,0.3268,0.1552,0.1308,0.3431,0.0441,0.8892,1,2.3547,86
Kepler-291 c,non-habitable,0.0941,0.308,0.3926,0.1471,0.0581,0.9699,1,2.3356,82
Kepler-292 b,non-habitable,0.0275,0.4255,0.3998,0.0882,0.059,0.9625,1,2.1726,80
Kepler-292 c,non-habitable,0.4383,0.0148,0.3699,0.1194,0.0576,0.5213,1,1.9607,81
Kepler-292 d,non-habitable,0.1853,0.1911,0.3433,0.2147,0.0655,0.7742,1,2.237,92
Kepler-292 f,non-habitable,0.6512,0.0826,0.0162,0.2093,0.0409,0.8605,1,2.2904,91
Kepler-294 b,non-habitable,0.1508,0.1738,0.3515,0.3118,0.0122,0.4001,1,2.3325,89
Kepler-295 b,non-habitable,0.0553,0.0649,0.4016,0.4311,0.047,0.5637,1,1.5975,83
Kepler-295 c,non-habitable,0.0572,0.4842,0.2923,0.0577,0.1086,0.8992,1,1.2154,77
Kepler-295 d,non-habitable,0.2097,0.3001,0.4063,0.051,0.033,0.6627,1,1.4099,95
Kepler-296 b,non-habitable,0.1505,0.051,0.4013,0.3411,0.0561,0.3395,1,1.2352,82
Kepler-296 c,non-habitable,0.2667,0.0201,0.4033,0.1742,0.1357,0.9546,1,1.9402,80
Kepler-296 d,non-habitable,0.2181,0.0632,0.336,0.3336,0.0491,0.5714,1,1.9379,85
Kepler-296 e,mesoplanet,0.2123,0.0092,0.0671,0.3778,0.3336,0.9846,1,2.9136,85
Kepler-296 f,psychroplanet,0.1174,0.0003,0.2192,0.3155,0.3476,0.7098,1,3.1325,97
Kepler-298 b,non-habitable,0.155,0.0877,0.2293,0.499,0.029,0.5203,1,1.9079,76
Kepler-298 c,non-habitable,0.0547,0.4024,0.105,0.4038,0.0342,0.8923,1,1.6246,87
Kepler-298 d,mesoplanet,0.1049,0.1582,0.1509,0.4546,0.1314,0.9951,1,2.192,92
Kepler-299 b,non-habitable,0.258,0.2902,0.2953,0.1007,0.0558,0.9631,1,2.0581,98
Kepler-299 d,non-habitable,0.2716,0.052,0.34,0.3166,0.0198,0.5101,1,2.0681,85
Kepler-299 e,non-habitable,0.2679,0.0702,0.3052,0.3375,0.0191,0.2682,1,1.7882,88
Kepler-300 b,non-habitable,0.199,0.1427,0.2274,0.3479,0.083,0.6374,1,1.6639,90
Kepler-300 c,non-habitable,0.4444,0.0582,0.0408,0.4223,0.0343,0.2296,1,2.0447,83
Kepler-301 b,non-habitable,0.0388,0.1604,0.3751,0.2832,0.1425,0.9035,1,2.2215,92
Kepler-301 c,non-habitable,0.2626,0.1408,0.3665,0.1733,0.0568,0.9855,1,2.0245,89
Kepler-301 d,non-habitable,0.2806,0.0817,0.3315,0.2473,0.059,0.6103,1,1.8368,87
Kepler-303 b,non-habitable,0.0693,0.312,0.3715,0.2291,0.0181,0.6808,1,1.4525,82
Kepler-303 c,non-habitable,0.019,0.0856,0.6302,0.0438,0.2213,0.9609,1,1.3132,77
Kepler-304 c,non-habitable,0.0166,0.2904,0.4293,0.2107,0.0531,0.7307,1,2.1056,80
Kepler-304 e,non-habitable,0.0739,0.0923,0.3415,0.397,0.0952,0.5846,1,1.7184,87
Kepler-306 b,non-habitable,0.2831,0.1609,0.3319,0.175,0.049,0.9115,1,1.8499,87
Kepler-306 c,non-habitable,0.0591,0.1459,0.3831,0.4044,0.0076,0.4889,1,2.5297,86
Kepler-306 d,non-habitable,0.0309,0.1026,0.3951,0.4003,0.0712,0.8478,1,2.2906,82
Kepler-306 e,non-habitable,0.3232,0.2509,0.2142,0.2054,0.0063,0.4064,1,1.947,83
Kepler-307 b,non-habitable,0.5599,0.0716,0.133,0.1741,0.0615,0.5794,1,1.9646,95
Kepler-307 c,non-habitable,0.0815,0.0111,0.5503,0.2906,0.0665,0.9138,1,2.0733,89
Kepler-308 b,non-habitable,0.0993,0.2452,0.2773,0.366,0.0121,0.3189,1,2.1854,86
Kepler-308 c,non-habitable,0.2112,0.0233,0.3117,0.3287,0.1251,0.9071,1,2.128,79
Kepler-309 b,non-habitable,0.3649,0.1183,0.2525,0.2595,0.0049,0.7702,1,1.7616,90
Kepler-310 b,non-habitable,0.2349,0.0445,0.5851,0.1318,0.0037,0.9223,1,1.9933,81
Kepler-310 d,non-habitable,0.1645,0.2366,0.28,0.2863,0.0326,0.6317,1,2.059,87
Kepler-311 b,non-habitable,0.0224,0.3561,0.4189,0.1952,0.0073,0.2356,1,2.0023,93
Kepler-311 c,non-habitable,0.1782,0.0689,0.0125,0.7387,0.0016,0.8339,1,1.4203,89
Kepler-312 b,non-habitable,0.2928,0.1655,0.393,0.0665,0.0822,0.7117,1,2.8201,88
Kepler-314 b,non-habitable,0.0598,0.2894,0.2945,0.1781,0.1782,0.8569,1,1.5817,95
Kepler-316 b,non-habitable,0.329,0.2275,0.3669,0.0475,0.0291,0.5447,1,1.5305,83
Kepler-316 c,non-habitable,0.1684,0.2661,0.4743,0.0776,0.0136,0.8273,1,1.473,78
Kepler-317 b,non-habitable,0.2842,0.0063,0.3996,0.2829,0.0269,0.778,1,2.6296,89
Kepler-317 c,non-habitable,0.0627,0.3602,0.4364,0.1292,0.0115,0.6225,1,1.9688,92
Kepler-319 b,non-habitable,0.0522,0.3271,0.3891,0.0551,0.1764,0.8722,1,1.8824,91
Kepler-319 d,non-habitable,0.3247,0.0283,0.2715,0.2858,0.0898,0.621,1,1.9994,94
Kepler-320 b,non-habitable,0.3275,0.0177,0.3579,0.1576,0.1392,0.5773,1,1.5651,92
Kepler-320 c,non-habitable,0.2748,0.0371,0.2615,0.3823,0.0443,0.8323,1,1.6488,93
Kepler-321 b,non-habitable,0.3074,0.021,0.3968,0.0729,0.2019,0.928,1,2.3035,88
Kepler-321 c,non-habitable,0.2073,0.1075,0.1069,0.5512,0.0271,0.7717,1,2.5239,86
Kepler-322 b,non-habitable,0.2632,0.0287,0.4235,0.2237,0.0608,0.6763,1,2.2641,92
Kepler-322 c,non-habitable,0.3421,0.0808,0.2623,0.3129,0.0019,0.8741,1,2.1324,89
Kepler-323 b,non-habitable,0.0003,0.0249,0.5011,0.2575,0.2161,0.5107,1,2.4975,98
Kepler-323 c,non-habitable,0.2832,0.2712,0.3225,0.0166,0.1065,0.8437,1,2.2084,95
Kepler-324 b,non-habitable,0.1856,0.1576,0.3952,0.2569,0.0047,0.0974,1,1.6209,93
Kepler-326 b,non-habitable,0.4864,0.1579,0.2953,0.0132,0.0472,0.7873,1,2.0288,83
Kepler-326 c,non-habitable,0.0885,0.2763,0.3927,0.076,0.1665,0.8968,1,1.7122,100
Kepler-326 d,non-habitable,0.045,0.3729,0.3091,0.2723,0.0007,0.5507,1,1.5104,79
Kepler-327 b,non-habitable,0.1563,0.0471,0.3583,0.2831,0.1551,0.7569,1,1.3084,76
Kepler-327 c,non-habitable,0.3239,0.2123,0.3442,0.0217,0.0979,0.8677,1,1.1979,80
Kepler-327 d,non-habitable,0.2817,0.2883,0.1412,0.2808,0.008,0.6941,1,1.5252,85
Kepler-328 b,non-habitable,0.2887,0.2146,0.1313,0.3423,0.0231,0.6053,1,2.3019,86
Kepler-329 b,non-habitable,0.1908,0.1627,0.3714,0.2463,0.0288,0.553,1,1.4724,90
Kepler-329 c,non-habitable,0.0455,0.3584,0.149,0.3557,0.0914,0.9996,1,1.528,84
Kepler-330 b,non-habitable,0.1728,0.2489,0.3342,0.1796,0.0645,0.717,1,1.4919,103
Kepler-330 c,non-habitable,0.2924,0.069,0.3832,0.2456,0.0098,0.6492,1,1.9839,84
Kepler-331 b,non-habitable,0.2194,0.2339,0.2865,0.1849,0.0753,0.809,1,1.5684,104
Kepler-331 c,non-habitable,0.3282,0.3704,0.0676,0.218,0.0158,0.2595,1,1.4907,85
Kepler-331 d,non-habitable,0.373,0.1164,0.0577,0.3684,0.0844,0.8212,1,1.4144,81
Kepler-332 b,non-habitable,0.2763,0.0493,0.3434,0.2893,0.0417,0.4778,1,1.4284,89
Kepler-332 c,non-habitable,0.2762,0.2133,0.3719,0.0724,0.0661,0.6328,1,1.2383,81
Kepler-332 d,non-habitable,0.6216,0.0224,0.3207,0.0035,0.0318,0.3585,1,1.1914,90
Kepler-333 b,non-habitable,0.5991,0.0436,0.3106,0.038,0.0087,0.8674,1,1.4186,89
Kepler-333 c,non-habitable,0.2421,0.0925,0.3863,0.2611,0.018,0.9446,1,1.1694,89
Kepler-334 b,non-habitable,0.1974,0.0902,0.5678,0.0216,0.123,0.8547,1,2.4121,89
Kepler-334 c,non-habitable,0.2846,0.0795,0.3149,0.2482,0.0727,0.4735,1,1.5702,83
Kepler-334 d,non-habitable,0.3085,0.0681,0.5442,0.0515,0.0277,0.8898,1,1.859,80
Kepler-336 b,non-habitable,0.1119,0.1048,0.4574,0.0523,0.2736,0.9827,1,2.8598,91
Kepler-336 c,non-habitable,0.1852,0.1328,0.3236,0.299,0.0594,0.7239,1,2.3513,82
Kepler-336 d,non-habitable,0.3046,0.2512,0.2352,0.2047,0.0044,0.3964,1,2.3243,98
Kepler-337 b,non-habitable,0.328,0.0922,0.3977,0.1421,0.04,0.8562,1,2.9304,92
Kepler-337 c,non-habitable,0.2423,0.0064,0.5986,0.1039,0.0487,0.5757,1,2.9473,85
Kepler-338 b,non-habitable,0.1838,0.0605,0.2345,0.408,0.1132,0.8501,1,3.1092,84
Kepler-338 c,non-habitable,0.1723,0.0078,0.1065,0.6179,0.0955,0.1065,1,2.8818,83
Kepler-338 e,non-habitable,0.0614,0.0813,0.4895,0.3299,0.0379,0.488,1,3.1072,80
Kepler-339 b,non-habitable,0.401,0.0928,0.3467,0.1593,0.0001,0.8461,1,2.0406,86
Kepler-339 c,non-habitable,0.2372,0.2693,0.34,0.1298,0.0238,0.7503,1,1.6258,99
Kepler-339 d,non-habitable,0.3176,0.1459,0.3606,0.0923,0.0835,0.9035,1,1.5413,81
Kepler-341 b,non-habitable,0.1129,0.3292,0.3627,0.056,0.1392,0.9434,1,1.8805,81
Kepler-341 c,non-habitable,0.202,0.2678,0.4344,0.079,0.0167,0.2255,1,1.9785,95
Kepler-341 d,non-habitable,0.3731,0.0736,0.1968,0.346,0.0105,0.9704,1,1.9347,83
Kepler-341 e,non-habitable,0.3938,0.1063,0.2272,0.2646,0.0081,0.743,1,1.9715,84
Kepler-342 b,non-habitable,0.1732,0.1621,0.3008,0.2767,0.0872,0.9191,1,2.371,81
Kepler-342 c,non-habitable,0.181,0.1926,0.5922,0.0232,0.011,0.4826,1,2.2419,82
Kepler-342 d,non-habitable,0.1655,0.1199,0.3595,0.3307,0.0244,0.4789,1,2.4995,81
Kepler-342 e,non-habitable,0.0105,0.3613,0.5019,0.0055,0.1208,0.9621,1,3.7237,100
Kepler-343 b,non-habitable,0.1269,0.2186,0.3671,0.2355,0.0518,0.8357,1,2.7129,96
Kepler-343 c,non-habitable,0.3098,0.2168,0.1166,0.3379,0.019,0.3006,1,1.8825,85
Kepler-345 b,non-habitable,0.0191,0.3947,0.3588,0.224,0.0034,0.2053,1,1.1168,86
Kepler-345 c,non-habitable,0.1462,0.2833,0.4271,0.0281,0.1152,0.9479,1,1.3464,82
Kepler-347 b,non-habitable,0.316,0.1965,0.2778,0.1442,0.0655,0.9949,1,2.015,89
Kepler-347 c,non-habitable,0.636,0.008,0.2148,0.1033,0.038,0.9158,1,1.807,82
Kepler-348 b,non-habitable,0.1574,0.2457,0.2854,0.2886,0.0229,0.793,1,2.0452,82
Kepler-348 c,non-habitable,0.2726,0.2163,0.3432,0.1012,0.0667,0.8016,1,1.6986,89
Kepler-349 b,non-habitable,0.3094,0.1395,0.3852,0.1424,0.0235,0.9596,1,2.4381,90
Kepler-349 c,non-habitable,0.1061,0.0894,0.1212,0.5685,0.115,0.9873,1,1.9152,83
Kepler-350 b,non-habitable,0.3833,0.1574,0.4462,0.0058,0.0073,0.6417,1,2.4164,101
Kepler-350 d,non-habitable,0.349,0.0134,0.3691,0.053,0.2155,0.7997,1,2.0081,90
Kepler-352 b,non-habitable,0.1488,0.1946,0.3321,0.2742,0.0503,0.9831,1,1.3394,86
Kepler-352 c,non-habitable,0.4154,0.0685,0.3722,0.089,0.0548,0.9835,1,1.4952,88
Kepler-353 b,non-habitable,0.16,0.2664,0.2853,0.2232,0.0651,0.9633,1,1.1034,84
Kepler-353 c,non-habitable,0.2117,0.0707,0.3655,0.3325,0.0197,0.3994,1,1.4166,91
Kepler-354 b,non-habitable,0.3127,0.0898,0.5262,0.0498,0.0214,0.3388,1,2.0509,84
Kepler-354 c,non-habitable,0.1879,0.2841,0.2529,0.2409,0.0341,0.8981,1,1.2877,84
Kepler-354 d,non-habitable,0.2836,0.031,0.369,0.2879,0.0285,0.4754,1,1.2875,83
Kepler-355 b,non-habitable,0.0601,0.3362,0.3585,0.1748,0.0703,0.9464,1,1.816,94
Kepler-356 b,non-habitable,0.2417,0.1841,0.3292,0.2198,0.0252,0.3867,1,2.126,96
Kepler-356 c,non-habitable,0.2702,0.2355,0.3021,0.1523,0.0399,0.6508,1,1.9701,92
Kepler-357 b,non-habitable,0.2826,0.1031,0.2912,0.2686,0.0545,0.4651,1,1.8742,88
Kepler-360 b,non-habitable,0.2371,0.0301,0.322,0.2822,0.1286,0.8806,1,2.3376,98
Kepler-360 c,non-habitable,0.1965,0.1582,0.3162,0.296,0.033,0.6563,1,2.4083,79
Kepler-361 b,non-habitable,0.1359,0.0812,0.5498,0.104,0.1292,0.5783,1,2.2043,104
Kepler-362 b,non-habitable,0.0914,0.302,0.4193,0.1078,0.0796,0.9211,1,1.5063,81
Kepler-362 c,non-habitable,0.0809,0.085,0.2445,0.4522,0.1374,0.8296,1,1.2539,77
Kepler-363 b,non-habitable,0.4713,0.2008,0.2516,0.0316,0.0447,0.9216,1,1.9397,80
Kepler-363 c,non-habitable,0.2927,0.0211,0.3372,0.3314,0.0177,0.7119,1,2.3408,87
Kepler-363 d,non-habitable,0.2837,0.1609,0.2912,0.2149,0.0493,0.807,1,2.2306,84
Kepler-364 b,non-habitable,0.4094,0.0113,0.1391,0.393,0.0473,0.9206,1,1.6296,90
Kepler-364 c,non-habitable,0.1374,0.0221,0.309,0.4512,0.0802,0.8733,1,2.0805,95
Kepler-365 b,non-habitable,0.0916,0.2908,0.2755,0.2959,0.0462,0.6302,1,2.0336,95
Kepler-365 c,non-habitable,0.0898,0.0504,0.4472,0.2994,0.1133,0.6229,1,1.7597,93
Kepler-366 b,non-habitable,0.3096,0.0757,0.3074,0.2997,0.0076,0.4302,1,2.1649,88
Kepler-366 c,non-habitable,0.1529,0.0053,0.7424,0.0987,0.0008,0.3452,1,2.7162,88
Kepler-367 b,non-habitable,0.2919,0.1386,0.2129,0.2622,0.0944,0.8105,1,1.1291,96
Kepler-367 c,non-habitable,0.373,0.335,0.1033,0.1608,0.0279,0.9065,1,1.076,77
Kepler-369 b,non-habitable,0.0546,0.0823,0.4312,0.3183,0.1135,0.6558,1,1.3461,92
Kepler-369 c,non-habitable,0.2647,0.0195,0.3487,0.3653,0.0019,0.8451,1,1.3821,76
Kepler-370 b,non-habitable,0.2368,0.2321,0.2095,0.2986,0.023,0.6438,1,1.8164,90
Kepler-370 c,non-habitable,0.2017,0.1794,0.2221,0.3463,0.0505,0.646,1,1.8058,93
Kepler-371 b,non-habitable,0.2399,0.1242,0.2761,0.2914,0.0684,0.8452,1,1.7623,94
Kepler-371 c,non-habitable,0.0236,0.0453,0.3696,0.5564,0.0051,0.5526,1,1.7762,84
Kepler-372 b,non-habitable,0.1558,0.1425,0.3332,0.1906,0.1779,0.8795,1,1.8555,88
Kepler-372 c,non-habitable,0.2189,0.219,0.2906,0.221,0.0505,0.9463,1,2.1056,85
Kepler-372 d,non-habitable,0.2757,0.1529,0.1773,0.2812,0.1129,0.9342,1,1.5707,94
Kepler-373 b,non-habitable,0.0549,0.0393,0.4399,0.2804,0.1856,0.9147,1,1.9498,93
Kepler-373 c,non-habitable,0.3051,0.0427,0.3115,0.3007,0.04,0.9973,1,1.5337,88
Kepler-374 b,non-habitable,0.1173,0.1872,0.3473,0.2279,0.1203,0.6746,1,1.9606,90
Kepler-374 c,non-habitable,0.1437,0.0209,0.3046,0.2829,0.2479,0.7618,1,1.5604,78
Kepler-374 d,non-habitable,0.1284,0.0741,0.4321,0.2088,0.1566,0.8926,1,2.0833,87
Kepler-375 b,non-habitable,0.0874,0.0772,0.4382,0.2279,0.1694,0.6892,1,1.5538,89
Kepler-376 b,non-habitable,0.0849,0.1045,0.2823,0.2452,0.283,0.9985,1,1.62,96
Kepler-376 c,non-habitable,0.2609,0.0731,0.3192,0.3333,0.0134,0.8282,1,2.1499,86
Kepler-377 b,non-habitable,0.2947,0.0492,0.5987,0.0453,0.0121,0.0724,1,1.9203,97
Kepler-377 c,non-habitable,0.0826,0.042,0.7643,0.0911,0.02,0.8833,1,2.3573,84
Kepler-378 b,non-habitable,0.0731,0.1703,0.4998,0.209,0.0479,0.589,1,1.1645,82
Kepler-378 c,non-habitable,0.1517,0.3298,0.4362,0.0708,0.0115,0.9372,1,1.0706,85
Kepler-379 b,non-habitable,0.1681,0.0902,0.2908,0.2894,0.1615,0.8514,1,1.6514,85
Kepler-379 c,non-habitable,0.1186,0.0276,0.3965,0.409,0.0483,0.6921,1,2.2014,85
Kepler-380 b,non-habitable,0.2061,0.1107,0.4451,0.016,0.222,0.8529,1,2.2866,93
Kepler-380 c,non-habitable,0.1078,0.1451,0.4202,0.2963,0.0305,0.8795,1,2.1777,87
Kepler-381 b,non-habitable,0.2269,0.3302,0.3432,0.0991,0.0006,0.4502,1,1.8503,89
Kepler-381 c,non-habitable,0.0957,0.2259,0.4735,0.1509,0.0539,0.5878,1,1.929,99
Kepler-382 b,non-habitable,0.3314,0.1253,0.3507,0.155,0.0376,0.9812,1,2.0419,92
Kepler-382 c,non-habitable,0.219,0.316,0.4207,0.0381,0.0061,0.6084,1,1.8633,93
Kepler-383 b,non-habitable,0.1846,0.2703,0.3752,0.1351,0.0348,0.9794,1,1.4461,82
Kepler-383 c,non-habitable,0.2984,0.3338,0.3003,0.0657,0.0017,0.7687,1,1.2224,89
Kepler-384 b,non-habitable,0.2712,0.0967,0.347,0.2203,0.0648,0.5265,1,1.2663,92
Kepler-384 c,non-habitable,0.0453,0.4799,0.3913,0.0786,0.0048,0.2517,1,1.2016,92
Kepler-386 b,non-habitable,0.3411,0.2365,0.3416,0.0733,0.0074,0.826,1,1.6029,86
Kepler-386 c,non-habitable,0.2579,0.0012,0.5171,0.1227,0.101,0.7019,1,1.5228,92
Kepler-387 b,non-habitable,0.1633,0.0106,0.3995,0.4215,0.005,0.438,1,1.7846,95
Kepler-387 c,non-habitable,0.0674,0.3161,0.4175,0.076,0.123,0.5689,1,1.3706,85
Kepler-388 b,non-habitable,0.2466,0.1594,0.4267,0.1622,0.0051,0.1247,1,1.3562,93
Kepler-388 c,non-habitable,0.4343,0.2798,0.2434,0.0267,0.0157,0.8296,1,1.0591,82
Kepler-389 b,non-habitable,0.276,0.1724,0.4592,0.0173,0.0751,0.559,1,2.0832,88
Kepler-389 c,non-habitable,0.0382,0.2862,0.3,0.3392,0.0365,0.4108,1,1.423,93
Kepler-390 b,non-habitable,0.4099,0.0657,0.3406,0.1723,0.0116,0.8492,1,1.4392,92
Kepler-390 c,non-habitable,0.1042,0.0147,0.3978,0.3936,0.0897,0.9313,1,1.2647,80
Kepler-392 b,non-habitable,0.1088,0.1791,0.3205,0.2686,0.123,0.9909,1,1.8197,92
Kepler-392 c,non-habitable,0.235,0.2056,0.2502,0.2843,0.0249,0.8561,1,1.5185,85
Kepler-393 b,non-habitable,0.129,0.3633,0.3294,0.156,0.0223,0.9088,1,1.9306,83
Kepler-393 c,non-habitable,0.2095,0.3443,0.3737,0.0026,0.0698,0.6869,1,1.7043,82
Kepler-394 b,non-habitable,0.3151,0.2116,0.4239,0.0481,0.0013,0.344,1,2.2086,91
Kepler-394 c,non-habitable,0.3457,0.0928,0.3397,0.1606,0.0612,0.9381,1,2.0538,93
Kepler-395 b,non-habitable,0.214,0.291,0.3389,0.1027,0.0534,0.6348,1,1.2089,91
Kepler-395 c,non-habitable,0.1726,0.1687,0.3189,0.3079,0.032,0.9794,1,1.2022,87
Kepler-396 b,non-habitable,0.5123,0.1689,0.097,0.176,0.0458,0.5246,1,2.7964,87
Kepler-397 b,non-habitable,0.4068,0.0037,0.3909,0.1634,0.0352,0.9765,1,2.3204,83
Kepler-398 b,non-habitable,0.3463,0.3187,0.3,0.0046,0.0303,0.815,1,1.3511,91
Kepler-398 c,non-habitable,0.1813,0.1126,0.562,0.1072,0.0369,0.7902,1,1.4385,91
Kepler-399 b,non-habitable,0.2532,0.2319,0.2417,0.2677,0.0055,0.1874,1,1.115,91
Kepler-399 c,non-habitable,0.2314,0.2285,0.3448,0.1639,0.0314,0.7752,1,1.4304,83
Kepler-399 d,non-habitable,0.4213,0.1155,0.0956,0.2751,0.0925,0.7673,1,1.6037,87
