Name,Cls,r,d,t,v,e,Rho,Eta,CEESA,Iter
Kepler-1244 b,non-habitable,0.1349,0.2023,0.4357,0.092,0.1352,0.7117,1,2.727,86
Kepler-1245 b,non-habitable,0.2376,0.2562,0.3847,0.0438,0.0778,0.4902,1,1.7063,83
Kepler-1245 c,non-habitable,0.1139,0.211,0.407,0.1449,0.1233,0.5103,1,1.7763,93
Kepler-1246 b,non-habitable,0.5858,0.149,0.1422,0.0939,0.0292,0.6443,1,1.3336,86
Kepler-1247 b,non-habitable,0.101,0.071,0.4413,0.3622,0.0245,0.5952,1,2.4076,78
Kepler-1248 b,non-habitable,0.0072,0.2017,0.354,0.2882,0.1489,0.927,1,1.8128,90
Kepler-1249 b,non-habitable,0.3006,0.0467,0.0789,0.4393,0.1345,0.9302,1,2.2899,82
Kepler-1250 b,non-habitable,0.3513,0.0172,0.4285,0.181,0.022,0.1125,1,2.3766,96
Kepler-1251 b,non-habitable,0.2249,0.1819,0.2243,0.3636,0.0052,0.8961,1,1.7534,87
Kepler-1252 b,non-habitable,0.1771,0.0579,0.1634,0.5048,0.0968,0.902,1,1.6937,85
Kepler-1253 b,non-habitable,0.2905,0.0547,0.3989,0.2557,0.0002,0.7245,1,1.4768,87
Kepler-1254 b,non-habitable,0.1338,0.0051,0.3913,0.4687,0.0011,0.502,1,1.8831,81
Kepler-1254 c,non-habitable,0.2947,0.0171,0.3187,0.1904,0.1791,0.8662,1,1.6299,90
Kepler-1254 d,non-habitable,0.5211,0.0265,0.2766,0.1636,0.0122,0.5523,1,1.6427,88
Kepler-1255 b,non-habitable,0.197,0.2923,0.3113,0.1426,0.0568,0.3248,1,1.7545,109
Kepler-1256 b,non-habitable,0.0233,0.5237,0.3901,0.0105,0.0524,0.9102,1,1.8889,91
Kepler-1257 b,non-habitable,0.0485,0.3136,0.1742,0.404,0.0597,0.581,1,1.5918,85
Kepler-1258 b,non-habitable,0.2787,0.1694,0.2935,0.2125,0.046,0.7884,1,2.1896,105
Kepler-1259 b,non-habitable,0.0583,0.181,0.3194,0.3904,0.0509,0.6074,1,2.3528,82
Kepler-1260 b,non-habitable,0.3417,0.0683,0.3259,0.1346,0.1294,0.9509,1,1.7912,87
Kepler-1261 b,non-habitable,0.4314,0.0707,0.1926,0.2834,0.0219,0.5256,1,2.0896,81
Kepler-1262 b,non-habitable,0.1348,0.1073,0.4896,0.245,0.0233,0.8696,1,2.3944,94
Kepler-1263 b,non-habitable,0.0474,0.247,0.4039,0.2223,0.0793,0.4666,1,1.538,89
Kepler-1264 b,non-habitable,0.1934,0.0866,0.3801,0.3195,0.0203,0.822,1,2.9317,95
Kepler-1265 b,non-habitable,0.1877,0.1335,0.3629,0.297,0.0188,0.9221,1,1.6793,83
Kepler-1268 b,non-habitable,0.4514,0.1894,0.2523,0.0116,0.0953,0.7327,1,1.6518,77
Kepler-1269 b,non-habitable,0.1813,0.04,0.2997,0.4178,0.0613,0.8258,1,1.6807,81
Kepler-1271 b,non-habitable,0.2978,0.0848,0.3964,0.0233,0.1978,0.794,1,2.3783,84
Kepler-1272 b,non-habitable,0.4574,0.1096,0.0264,0.3933,0.0133,0.6543,1,2.441,96
Kepler-1273 b,non-habitable,0.2851,0.0849,0.0047,0.5223,0.1031,0.668,1,2.4132,87
Kepler-1274 b,non-habitable,0.2238,0.0804,0.4549,0.1705,0.0704,0.7919,1,2.7637,92
Kepler-1275 b,non-habitable,0.2639,0.0187,0.3094,0.3371,0.0709,0.9274,1,2.4675,94
Kepler-1276 b,non-habitable,0.1386,0.0018,0.4458,0.1012,0.3126,0.7673,1,1.5149,80
Kepler-1277 b,non-habitable,0.2097,0.0277,0.3089,0.4012,0.0525,0.4808,1,1.5116,88
Kepler-1278 b,non-habitable,0.0,0.2167,0.3869,0.3907,0.0057,0.5851,1,2.1231,84
Kepler-1279 b,non-habitable,0.3121,0.0257,0.2586,0.3541,0.0495,0.809,1,1.93,88
Kepler-1280 b,non-habitable,0.2301,0.1052,0.1353,0.5034,0.026,0.9139,1,1.8624,74
Kepler-1281 b,non-habitable,0.3241,0.0874,0.5655,0.0082,0.0147,0.2513,1,2.5164,92
Kepler-1282 b,non-habitable,0.193,0.1055,0.3191,0.2474,0.1351,0.9475,1,2.2387,90
Kepler-1283 b,non-habitable,0.0237,0.1763,0.4458,0.1241,0.2301,0.9377,1,1.9493,91
Kepler-1284 b,non-habitable,0.3212,0.2002,0.2817,0.1601,0.0368,0.9761,1,2.4319,87
Kepler-1285 b,non-habitable,0.2224,0.1823,0.4123,0.0759,0.1072,0.8262,1,1.6415,84
Kepler-1286 b,non-habitable,0.2887,0.1828,0.3145,0.2098,0.0042,0.9457,1,2.3293,87
Kepler-1287 b,non-habitable,0.2567,0.0434,0.2939,0.3858,0.0203,0.4459,1,1.7851,85
Kepler-1288 b,non-habitable,0.1631,0.3767,0.3925,0.0427,0.0249,0.6299,1,2.3356,82
Kepler-1289 b,non-habitable,0.2771,0.0262,0.3967,0.1508,0.1491,0.8194,1,2.0338,81
Kepler-1290 b,non-habitable,0.0008,0.126,0.4676,0.156,0.2497,0.8014,1,1.9064,87
Kepler-1291 b,non-habitable,0.2626,0.3303,0.3168,0.0733,0.017,0.8203,1,1.7567,95
Kepler-1292 b,non-habitable,0.44,0.1211,0.3108,0.1194,0.0087,0.4289,1,2.2962,90
Kepler-1293 b,non-habitable,0.3413,0.2024,0.3147,0.0846,0.0569,0.9372,1,1.909,99
Kepler-1295 b,non-habitable,0.4095,0.1108,0.3979,0.0574,0.0244,0.6473,1,2.2337,81
Kepler-1296 b,non-habitable,0.1874,0.2527,0.3938,0.0936,0.0726,0.7355,1,1.4565,76
Kepler-1297 b,non-habitable,0.2437,0.171,0.3142,0.2659,0.0052,0.8045,1,2.1668,96
Kepler-1298 b,non-habitable,0.0122,0.2385,0.455,0.0038,0.2905,0.8394,1,2.2619,84
Kepler-1300 b,non-habitable,0.2631,0.0482,0.3201,0.2646,0.104,0.8027,1,1.7059,80
Kepler-1301 b,non-habitable,0.3518,0.1515,0.3069,0.1131,0.0767,0.8026,1,1.5618,93
Kepler-1302 b,non-habitable,0.0128,0.0849,0.5564,0.3309,0.0151,0.6643,1,2.032,80
Kepler-1303 b,non-habitable,0.3066,0.0615,0.248,0.2341,0.1497,0.9592,1,1.6414,90
Kepler-1304 b,non-habitable,0.1791,0.0435,0.1325,0.5752,0.0697,0.8826,1,2.3599,84
Kepler-1305 b,non-habitable,0.5081,0.0903,0.0058,0.3916,0.0043,0.2958,1,1.864,85
Kepler-1306 b,non-habitable,0.0936,0.2873,0.2212,0.3925,0.0054,0.8188,1,1.9189,89
Kepler-1307 b,non-habitable,0.269,0.114,0.3602,0.1823,0.0746,0.5254,1,2.2309,82
Kepler-1308 b,non-habitable,0.378,0.0531,0.376,0.1663,0.0266,0.9104,1,1.0894,85
Kepler-1309 b,non-habitable,0.0548,0.1767,0.3588,0.3722,0.0375,0.9157,1,2.1773,97
Kepler-1310 b,non-habitable,0.179,0.2229,0.4229,0.0452,0.13,0.9663,1,3.3395,99
Kepler-1311 b,non-habitable,0.1442,0.1001,0.3854,0.321,0.0494,0.9513,1,1.964,99
Kepler-1311 c,non-habitable,0.0002,0.2021,0.419,0.3274,0.0513,0.5726,1,2.4509,93
Kepler-1312 b,non-habitable,0.1303,0.0224,0.4552,0.3537,0.0385,0.999,1,2.7902,86
Kepler-1313 b,non-habitable,0.0085,0.0499,0.439,0.3648,0.1378,0.9194,1,2.3485,94
Kepler-1315 b,non-habitable,0.2016,0.1377,0.3119,0.2978,0.051,0.6106,1,2.1502,87
Kepler-1317 b,non-habitable,0.0276,0.0236,0.5169,0.3273,0.1047,0.9299,1,3.8051,92
Kepler-1319 b,non-habitable,0.1965,0.2365,0.3278,0.1776,0.0616,0.893,1,1.495,93
Kepler-1320 b,non-habitable,0.2977,0.1955,0.286,0.1706,0.0503,0.9547,1,2.4585,84
Kepler-1321 c,non-habitable,0.2158,0.0261,0.3671,0.3317,0.0593,0.4424,1,2.4407,95
Kepler-1322 b,non-habitable,0.1661,0.127,0.3657,0.1189,0.2223,0.807,1,2.5003,98
Kepler-1323 b,non-habitable,0.3684,0.0627,0.4078,0.1331,0.0281,0.643,1,3.6252,97
Kepler-1324 b,non-habitable,0.4072,0.0127,0.4021,0.1547,0.0232,0.6664,1,2.0231,95
Kepler-1327 b,non-habitable,0.0313,0.0528,0.5729,0.3143,0.0287,0.25,1,2.0979,94
Kepler-1328 b,non-habitable,0.258,0.1194,0.4042,0.1635,0.0549,0.5836,1,1.8094,89
Kepler-1329 b,non-habitable,0.0759,0.0325,0.4204,0.4518,0.0193,0.9729,1,2.306,85
Kepler-1330 b,non-habitable,0.4018,0.1095,0.4272,0.0419,0.0196,0.2969,1,1.9249,84
Kepler-1331 b,non-habitable,0.2506,0.3205,0.291,0.107,0.0309,0.9618,1,2.0217,84
Kepler-1332 b,non-habitable,0.3256,0.0103,0.3017,0.3189,0.0435,0.3535,1,1.5106,90
Kepler-1334 b,non-habitable,0.0133,0.207,0.4431,0.3243,0.0123,0.761,1,2.3499,88
Kepler-1335 b,non-habitable,0.3204,0.2219,0.3251,0.1199,0.0127,0.6071,1,1.688,86
Kepler-1336 b,non-habitable,0.2353,0.0504,0.4644,0.1972,0.0528,0.6954,1,2.1165,95
Kepler-1336 c,non-habitable,0.1371,0.2694,0.3964,0.1732,0.0238,0.8256,1,2.3795,79
Kepler-1337 b,non-habitable,0.2185,0.1528,0.3102,0.2537,0.0648,0.8513,1,2.0307,83
Kepler-1338 b,non-habitable,0.1741,0.3211,0.3049,0.1977,0.0022,0.4476,1,2.0243,95
Kepler-1339 b,non-habitable,0.064,0.1896,0.3708,0.1387,0.2369,0.8454,1,2.0901,91
Kepler-1340 b,non-habitable,0.5231,0.0895,0.2072,0.1045,0.0757,0.9138,1,2.861,92
Kepler-1342 b,non-habitable,0.2424,0.265,0.3542,0.0049,0.1335,0.9107,1,2.2624,82
Kepler-1343 b,non-habitable,0.4383,0.0283,0.3556,0.105,0.0728,0.2749,1,2.0248,81
Kepler-1344 b,non-habitable,0.1393,0.1844,0.5052,0.1127,0.0584,0.6267,1,2.6238,84
Kepler-1345 b,non-habitable,0.21,0.1042,0.2616,0.3307,0.0936,0.9922,1,2.3035,79
Kepler-1346 b,non-habitable,0.4038,0.0202,0.5024,0.0708,0.0027,0.173,1,2.8276,98
Kepler-1347 b,non-habitable,0.1375,0.2149,0.4025,0.105,0.1401,0.6482,1,1.2031,75
Kepler-1348 b,non-habitable,0.33,0.0437,0.1915,0.4257,0.0091,0.3801,1,2.0242,93
Kepler-1349 b,non-habitable,0.2022,0.261,0.3376,0.0814,0.1178,0.9526,1,2.2957,86
Kepler-1350 c,non-habitable,0.1699,0.2543,0.3193,0.2303,0.0263,0.8759,1,1.917,87
Kepler-1351 b,non-habitable,0.1384,0.205,0.3188,0.1602,0.1777,0.76,1,1.5052,97
Kepler-1352 b,non-habitable,0.0713,0.4921,0.3873,0.0444,0.0047,0.7421,1,2.4977,97
Kepler-1353 b,non-habitable,0.1327,0.2961,0.1542,0.4073,0.0097,0.565,1,1.6206,89
Kepler-1355 b,non-habitable,0.153,0.0543,0.3838,0.3939,0.015,0.6514,1,2.6194,91
Kepler-1356 b,non-habitable,0.0002,0.2374,0.3968,0.3359,0.0297,0.9957,1,3.1786,100
Kepler-1357 b,non-habitable,0.0844,0.2714,0.3944,0.1177,0.1321,0.9409,1,2.1254,85
Kepler-1358 b,non-habitable,0.122,0.154,0.3901,0.3236,0.0103,0.5016,1,1.6013,85
Kepler-1361 b,non-habitable,0.1041,0.327,0.2537,0.233,0.0821,0.785,1,1.3193,84
Kepler-1363 b,non-habitable,0.2982,0.1555,0.3318,0.1128,0.1018,0.9118,1,1.7468,80
Kepler-1364 b,non-habitable,0.2027,0.0323,0.3777,0.1984,0.1889,0.9431,1,2.493,95
Kepler-1365 b,non-habitable,0.3565,0.1729,0.3457,0.1074,0.0175,0.8483,1,1.6754,84
Kepler-1365 c,non-habitable,0.0286,0.0719,0.3151,0.2165,0.3679,0.9931,1,1.4734,83
Kepler-1366 b,non-habitable,0.0053,0.0168,0.639,0.3295,0.0094,0.1796,1,2.2176,93
Kepler-1367 b,non-habitable,0.0574,0.152,0.4035,0.0526,0.3345,0.8515,1,1.4364,77
Kepler-1368 b,non-habitable,0.3742,0.0983,0.3169,0.0251,0.1855,0.9328,1,3.1039,90
Kepler-1370 b,non-habitable,0.3615,0.1257,0.3648,0.0921,0.0559,0.5443,1,1.9225,94
Kepler-1370 c,non-habitable,0.3144,0.1952,0.2762,0.1948,0.0194,0.877,1,1.8706,90
Kepler-1371 b,non-habitable,0.1596,0.1806,0.4085,0.1114,0.1398,0.9923,1,1.8471,85
Kepler-1371 c,non-habitable,0.1397,0.1277,0.4003,0.2209,0.1114,0.6081,1,1.6605,88
Kepler-1372 b,non-habitable,0.1412,0.2475,0.4045,0.1232,0.0836,0.6107,1,2.4271,88
Kepler-1373 b,non-habitable,0.2537,0.189,0.2598,0.2338,0.0637,0.6554,1,2.1481,89
Kepler-1374 b,non-habitable,0.2756,0.0405,0.2367,0.386,0.0612,0.5695,1,2.2696,95
Kepler-1375 b,non-habitable,0.075,0.1136,0.2965,0.453,0.0619,0.832,1,2.828,84
Kepler-1376 b,non-habitable,0.3062,0.0516,0.3672,0.2709,0.0041,0.8203,1,1.8958,88
Kepler-1377 b,non-habitable,0.0266,0.1813,0.6979,0.0562,0.0381,0.8098,1,4.2757,85
Kepler-1378 b,non-habitable,0.049,0.2721,0.3381,0.292,0.0487,0.8778,1,1.9175,87
Kepler-1379 b,non-habitable,0.1162,0.1278,0.5124,0.0859,0.1577,0.8038,1,2.98,89
Kepler-1380 b,non-habitable,0.3092,0.0786,0.2506,0.2505,0.1111,0.8241,1,1.5433,89
Kepler-1381 b,non-habitable,0.2683,0.276,0.1524,0.291,0.0123,0.7288,1,2.1225,95
Kepler-1382 b,non-habitable,0.2978,0.1996,0.1519,0.3417,0.009,0.6472,1,1.9946,81
Kepler-1383 b,non-habitable,0.368,0.0491,0.3684,0.0517,0.1628,0.7646,1,1.7755,84
Kepler-1384 b,non-habitable,0.264,0.0321,0.2398,0.3581,0.106,0.6065,1,1.7006,90
Kepler-1385 b,non-habitable,0.2502,0.0847,0.4162,0.0933,0.1556,0.8502,1,2.2584,81
Kepler-1386 b,non-habitable,0.0678,0.2971,0.331,0.286,0.0181,0.7097,1,1.7602,78
Kepler-1387 b,non-habitable,0.0939,0.0591,0.347,0.2568,0.2432,0.9002,1,1.6259,83
Kepler-1388 c,non-habitable,0.2025,0.0577,0.4361,0.2967,0.007,0.1451,1,2.2532,97
Kepler-1388 e,non-habitable,0.3236,0.009,0.0371,0.4931,0.1373,0.9344,1,2.3916,80
Kepler-1389 b,non-habitable,0.2132,0.0349,0.3043,0.402,0.0457,0.8805,1,1.5386,90
Kepler-1390 b,non-habitable,0.2895,0.0442,0.3047,0.2363,0.1253,0.8583,1,1.6354,88
Kepler-1391 b,non-habitable,0.2842,0.2756,0.1856,0.2113,0.0433,0.965,1,1.5074,94
Kepler-1392 b,non-habitable,0.0291,0.3648,0.2411,0.3622,0.0028,0.3816,1,1.8485,90
Kepler-1393 b,non-habitable,0.1006,0.2528,0.2924,0.0442,0.3099,0.9303,1,1.5785,82
Kepler-1394 b,non-habitable,0.0728,0.0932,0.4544,0.3717,0.0079,0.2743,1,2.9504,89
Kepler-1395 b,non-habitable,0.3469,0.1512,0.3115,0.1458,0.0446,0.8402,1,1.8564,89
Kepler-1396 b,non-habitable,0.1622,0.1555,0.2999,0.3804,0.002,0.6951,1,2.3254,86
Kepler-1397 b,non-habitable,0.2596,0.0006,0.3037,0.416,0.0201,0.6415,1,1.801,80
Kepler-1398 b,non-habitable,0.2208,0.2137,0.2791,0.2351,0.0513,0.9847,1,2.0031,85
Kepler-1398 c,non-habitable,0.1847,0.0729,0.3631,0.2789,0.1004,0.6001,1,1.8155,85
Kepler-1399 b,non-habitable,0.1741,0.0826,0.4887,0.0864,0.1681,0.7595,1,2.7182,87
Kepler-1400 b,non-habitable,0.3769,0.1807,0.0762,0.361,0.0051,0.2552,1,1.5623,94
Kepler-1401 b,non-habitable,0.0988,0.2928,0.2838,0.2958,0.0287,0.5466,1,1.7995,98
Kepler-1402 b,non-habitable,0.1542,0.1072,0.5146,0.1981,0.0258,0.6336,1,2.3556,88
Kepler-1403 b,non-habitable,0.0676,0.3572,0.3417,0.207,0.0265,0.9729,1,2.5845,79
Kepler-1404 b,non-habitable,0.3774,0.0767,0.0613,0.4645,0.0201,0.5112,1,2.0025,85
Kepler-1406 b,non-habitable,0.2695,0.0087,0.3098,0.4034,0.0086,0.7363,1,1.6196,76
Kepler-1407 b,non-habitable,0.242,0.0406,0.3559,0.2571,0.1043,0.7518,1,2.1885,101
Kepler-1408 b,non-habitable,0.0665,0.0357,0.4146,0.4254,0.0577,0.5838,1,2.183,97
Kepler-1409 b,non-habitable,0.039,0.2445,0.4996,0.06,0.1569,0.6718,1,2.6956,90
Kepler-1410 b,mesoplanet,0.3684,0.2816,0.054,0.2542,0.0418,0.9539,1,1.5252,96
Kepler-1412 b,non-habitable,0.4445,0.0088,0.4367,0.0283,0.0816,0.9312,1,2.4217,85
Kepler-1413 b,non-habitable,0.3465,0.0167,0.3289,0.2698,0.0382,0.8433,1,1.9398,86
Kepler-1414 b,non-habitable,0.0508,0.2559,0.4596,0.1924,0.0412,0.9483,1,2.0417,86
Kepler-1415 b,non-habitable,0.3385,0.0101,0.3561,0.291,0.0043,0.9904,1,3.0801,93
Kepler-1416 b,non-habitable,0.0556,0.2106,0.4121,0.2445,0.0773,0.8774,1,2.81,88
Kepler-1417 b,non-habitable,0.4409,0.0375,0.288,0.1963,0.0372,0.9934,1,1.3663,90
Kepler-1418 b,non-habitable,0.2019,0.1696,0.4427,0.1667,0.0191,0.8646,1,1.5936,78
Kepler-1420 b,non-habitable,0.1655,0.165,0.3297,0.2801,0.0596,0.9968,1,1.6721,93
Kepler-1421 b,non-habitable,0.2721,0.1852,0.4132,0.0252,0.1043,0.9483,1,2.163,87
Kepler-1422 b,non-habitable,0.012,0.0976,0.3874,0.3844,0.1185,0.561,1,1.9447,84
Kepler-1423 b,non-habitable,0.1841,0.2244,0.2766,0.2938,0.0211,0.5193,1,1.1407,92
Kepler-1424 b,non-habitable,0.0557,0.2394,0.3094,0.3212,0.0744,0.6512,1,1.2436,82
Kepler-1425 b,non-habitable,0.1839,0.1054,0.4169,0.1725,0.1213,0.7178,1,1.3796,78
Kepler-1426 b,non-habitable,0.2621,0.0749,0.2773,0.3327,0.053,0.9607,1,1.7867,88
Kepler-1427 b,non-habitable,0.1465,0.1358,0.4136,0.1448,0.1592,0.7091,1,2.6568,89
Kepler-1428 b,non-habitable,0.0685,0.1443,0.2997,0.3629,0.1247,0.6153,1,1.7416,80
Kepler-1429 b,non-habitable,0.1037,0.4702,0.3595,0.0126,0.054,0.7953,1,1.9655,91
Kepler-1430 b,non-habitable,0.2025,0.1411,0.2658,0.2348,0.1558,0.9811,1,1.5723,87
Kepler-1431 b,non-habitable,0.1863,0.2881,0.4575,0.0245,0.0436,0.5779,1,2.0837,88
Kepler-1432 b,non-habitable,0.339,0.0423,0.3049,0.2971,0.0167,0.8908,1,2.3826,90
Kepler-1433 b,non-habitable,0.3641,0.2511,0.302,0.056,0.0268,0.6787,1,2.1448,97
Kepler-1434 b,non-habitable,0.1952,0.1193,0.4395,0.1651,0.0809,0.7529,1,2.3563,96
Kepler-1435 b,non-habitable,0.2166,0.0217,0.3361,0.3064,0.1192,0.6775,1,1.7312,83
Kepler-1436 b,non-habitable,0.1055,0.0856,0.3716,0.2437,0.1936,0.7739,1,1.6095,86
Kepler-1437 b,non-habitable,0.2256,0.114,0.3127,0.2765,0.0712,0.9144,1,1.6362,85
Kepler-1438 b,non-habitable,0.3187,0.0413,0.3312,0.2839,0.0249,0.8543,1,2.0068,84
Kepler-1439 b,non-habitable,0.093,0.192,0.329,0.3604,0.0255,0.9834,1,1.3845,98
Kepler-1440 b,non-habitable,0.1333,0.2994,0.2588,0.2782,0.0302,0.893,1,1.2747,87
Kepler-1441 b,non-habitable,0.0316,0.4108,0.3902,0.1399,0.0275,0.9959,1,1.3939,86
Kepler-1443 b,non-habitable,0.1544,0.0031,0.4238,0.3674,0.0513,0.5302,1,2.3451,91
Kepler-1444 b,non-habitable,0.1737,0.2351,0.3173,0.2499,0.0241,0.6318,1,1.9986,90
Kepler-1445 b,non-habitable,0.2402,0.0216,0.3765,0.2174,0.1443,0.6907,1,1.5355,87
Kepler-1446 b,non-habitable,0.2199,0.0695,0.3479,0.1355,0.2272,0.9676,1,2.2093,94
Kepler-1448 b,non-habitable,0.2161,0.3446,0.2116,0.2121,0.0156,0.8674,1,1.652,92
Kepler-1449 b,non-habitable,0.3344,0.1213,0.4318,0.0726,0.0398,0.5481,1,1.9997,96
Kepler-1450 b,non-habitable,0.33,0.3656,0.137,0.1569,0.0105,0.2335,1,1.3681,91
Kepler-1454 b,non-habitable,0.1493,0.301,0.0225,0.5072,0.02,0.5486,1,1.6932,89
Kepler-1455 b,non-habitable,0.2029,0.1799,0.1302,0.3019,0.1851,0.8401,1,1.545,86
Kepler-1456 b,non-habitable,0.2887,0.1534,0.2501,0.2958,0.0121,0.2406,1,1.1332,77
Kepler-1457 b,non-habitable,0.3487,0.0162,0.0791,0.5266,0.0294,0.4955,1,1.9888,87
Kepler-1459 b,non-habitable,0.308,0.1985,0.2345,0.2289,0.0301,0.8807,1,1.2241,95
Kepler-1460 b,non-habitable,0.2064,0.0714,0.3168,0.4017,0.0037,0.8333,1,1.8496,94
Kepler-1461 b,non-habitable,0.4752,0.1661,0.1955,0.1602,0.003,0.7309,1,1.8804,85
Kepler-1463 b,non-habitable,0.1957,0.0677,0.3302,0.3535,0.053,0.788,1,1.872,80
Kepler-1464 b,non-habitable,0.3012,0.1182,0.2579,0.1884,0.1343,0.9674,1,1.5068,85
Kepler-1464 c,non-habitable,0.1563,0.0312,0.3418,0.386,0.0846,0.8271,1,1.7285,92
Kepler-1465 b,non-habitable,0.3645,0.0877,0.0838,0.3882,0.0758,0.7899,1,1.5814,88
Kepler-1466 b,non-habitable,0.3001,0.1738,0.2228,0.2807,0.0227,0.9256,1,1.5785,82
Kepler-1468 b,non-habitable,0.0939,0.4572,0.0989,0.3198,0.0301,0.9213,1,1.5896,89
Kepler-1468 c,non-habitable,0.2779,0.0615,0.5356,0.0467,0.0783,0.9992,1,2.7979,96
Kepler-1470 b,non-habitable,0.0599,0.3991,0.5136,0.0229,0.0044,0.9517,1,1.4915,86
Kepler-1471 b,non-habitable,0.1356,0.12,0.4162,0.2281,0.1001,0.7775,1,2.1755,86
Kepler-1472 b,non-habitable,0.1637,0.1959,0.5151,0.0874,0.0379,0.5416,1,1.8556,91
Kepler-1473 b,non-habitable,0.2953,0.0157,0.3771,0.2869,0.0249,0.5643,1,1.6802,93
Kepler-1474 b,non-habitable,0.3736,0.1398,0.3165,0.1603,0.0098,0.6025,1,2.0618,95
Kepler-1476 b,non-habitable,0.1115,0.0075,0.3926,0.4034,0.0851,0.3408,1,1.6929,101
Kepler-1477 b,non-habitable,0.182,0.1093,0.3044,0.3924,0.0119,0.3659,1,1.3893,81
Kepler-1478 b,non-habitable,0.1153,0.0297,0.5099,0.3073,0.0377,0.7625,1,1.9782,91
Kepler-1479 b,non-habitable,0.3475,0.0131,0.2029,0.3256,0.1109,0.9026,1,1.827,94
Kepler-1480 b,non-habitable,0.2179,0.3198,0.2537,0.2053,0.0033,0.4261,1,1.5574,90
Kepler-1481 b,non-habitable,0.1721,0.0163,0.4496,0.129,0.233,0.7208,1,1.4451,84
Kepler-1482 b,non-habitable,0.2322,0.2982,0.2382,0.1352,0.0961,0.9392,1,1.2015,77
Kepler-1483 b,non-habitable,0.1069,0.3359,0.3803,0.1704,0.0065,0.5557,1,2.0822,89
Kepler-1484 b,non-habitable,0.3319,0.2322,0.2573,0.1742,0.0044,0.461,1,1.9559,105
Kepler-1485 b,non-habitable,0.0209,0.2588,0.365,0.3445,0.0109,0.222,1,1.621,86
Kepler-1486 b,non-habitable,0.2969,0.3581,0.0711,0.2726,0.0013,0.6804,1,2.1357,82
Kepler-1487 b,non-habitable,0.1344,0.1241,0.3191,0.1164,0.3059,0.9646,1,2.187,95
Kepler-1488 b,non-habitable,0.315,0.1632,0.2288,0.182,0.1111,0.6778,1,1.5706,86
Kepler-1489 b,non-habitable,0.1767,0.2153,0.3107,0.2595,0.0378,0.943,1,1.5212,78
Kepler-1491 b,non-habitable,0.368,0.0833,0.3056,0.0836,0.1595,0.8488,1,1.5025,85
Kepler-1492 b,non-habitable,0.1265,0.0165,0.4305,0.2978,0.1287,0.976,1,1.4778,84
Kepler-1493 b,non-habitable,0.0514,0.1723,0.3667,0.4086,0.001,0.1699,1,1.784,101
Kepler-1496 b,non-habitable,0.1007,0.2534,0.2625,0.3814,0.002,0.9292,1,2.1332,81
Kepler-1497 b,non-habitable,0.2232,0.0551,0.5164,0.121,0.0842,0.7697,1,2.1597,89
Kepler-1498 b,non-habitable,0.2544,0.2621,0.25,0.2265,0.0069,0.9991,1,1.2869,86
Kepler-1499 b,non-habitable,0.136,0.1466,0.5556,0.1053,0.0566,0.8224,1,1.2652,90
Kepler-1500 b,non-habitable,0.4101,0.1025,0.4483,0.032,0.0071,0.6141,1,1.7693,90
Kepler-1501 b,non-habitable,0.2103,0.2547,0.1801,0.3241,0.0308,0.6353,1,1.6211,85
Kepler-1503 b,non-habitable,0.1293,0.1879,0.2849,0.3955,0.0024,0.7893,1,2.0047,84
Kepler-1504 b,non-habitable,0.3951,0.1793,0.2192,0.1979,0.0085,0.8373,1,1.8827,79
Kepler-1505 b,non-habitable,0.4018,0.3256,0.2515,0.0117,0.0095,0.9677,1,1.1534,91
Kepler-1506 b,non-habitable,0.136,0.3557,0.3698,0.1264,0.0121,0.5966,1,1.586,85
Kepler-1507 b,non-habitable,0.2979,0.0072,0.3476,0.2975,0.0498,0.8686,1,1.2528,101
Kepler-1508 b,non-habitable,0.124,0.261,0.451,0.1017,0.0623,0.5098,1,1.6154,88
Kepler-1509 b,non-habitable,0.1897,0.1343,0.215,0.4405,0.0205,0.9037,1,1.8874,81
Kepler-1511 b,non-habitable,0.1698,0.1549,0.1309,0.4835,0.0608,0.7769,1,1.6278,84
Kepler-1512 b,non-habitable,0.0171,0.372,0.5742,0.0121,0.0246,0.7455,1,1.2918,91
Kepler-1516 b,non-habitable,0.3637,0.1135,0.3537,0.1108,0.0582,0.554,1,2.0576,90
Kepler-1521 b,non-habitable,0.2628,0.2004,0.064,0.3763,0.0964,0.9698,1,2.3258,83
Kepler-1522 b,non-habitable,0.2057,0.2508,0.3755,0.1517,0.0163,0.9081,1,2.7742,98
Kepler-1523 b,non-habitable,0.004,0.08,0.4101,0.2127,0.2931,0.8817,1,2.8685,92
Kepler-1525 b,non-habitable,0.1161,0.3487,0.4517,0.0115,0.072,0.8748,1,2.4747,97
Kepler-1526 b,non-habitable,0.239,0.0527,0.2883,0.3651,0.0549,0.9496,1,2.654,81
Kepler-1528 b,non-habitable,0.189,0.2773,0.3915,0.106,0.0362,0.3431,1,2.2291,92
Kepler-1529 b,non-habitable,0.1429,0.3403,0.2764,0.2023,0.0382,0.9039,1,2.069,86
Kepler-1530 b,non-habitable,0.0753,0.1306,0.4379,0.0769,0.2793,0.9457,1,2.2214,95
Kepler-1530 c,non-habitable,0.2853,0.065,0.3901,0.2114,0.0482,0.6585,1,2.1252,90
Kepler-1531 b,non-habitable,0.1357,0.1757,0.4146,0.1061,0.1679,0.9744,1,3.415,92
