Name,Cls,A,B,CDHSi,G,D,CDHSs,CDHS,Inn,Sur
Kepler-885 b,non-habitable,0.8158,0.1842,2.5,0.148,0.852,3.28,2.5078,69,60
Kepler-886 b,non-habitable,0.1867,0.8133,1.52,0.0223,0.9777,1.56,1.5204,42,57
Kepler-887 b,non-habitable,0.977,0.023,1.84,0.4703,0.5297,2.0,1.8416,41,56
Kepler-887 c,non-habitable,0.7465,0.2535,1.13,0.2253,0.7747,1.08,1.1295,57,38
Kepler-888 b,non-habitable,0.7411,0.2589,1.76,0.6815,0.3185,1.89,1.7613,70,48
Kepler-889 b,non-habitable,0.7676,0.2324,1.09,0.1868,0.8132,1.03,1.0894,47,41
Kepler-895 b,non-habitable,0.8855,0.1145,1.53,0.9246,0.0754,1.57,1.5304,48,59
Kepler-897 b,non-habitable,0.4806,0.5194,2.39,0.0966,0.9034,3.02,2.3963,57,55
Kepler-898 b,non-habitable,0.7657,0.2343,1.49,0.161,0.839,1.51,1.4902,52,62
Kepler-900 b,non-habitable,0.5543,0.4457,2.08,0.7262,0.2738,2.41,2.0833,56,62
Kepler-901 b,non-habitable,0.9706,0.0294,1.37,0.5929,0.4071,1.35,1.3698,49,59
Kepler-903 b,non-habitable,0.8815,0.1185,2.0,0.9587,0.0413,2.28,2.0028,65,50
Kepler-904 b,non-habitable,0.9602,0.0398,1.77,0.8225,0.1775,1.9,1.7713,58,58
Kepler-905 b,non-habitable,0.0526,0.9474,1.41,0.1308,0.8692,1.41,1.41,53,61
Kepler-906 b,non-habitable,0.2352,0.7648,2.11,0.7704,0.2296,2.46,2.1135,59,57
Kepler-907 b,non-habitable,0.3678,0.6322,1.2,0.6916,0.3084,1.15,1.1995,52,52
Kepler-908 b,non-habitable,0.9206,0.0794,1.22,0.6365,0.3635,1.18,1.2196,41,27
Kepler-909 b,non-habitable,0.7126,0.2874,1.47,0.1195,0.8805,1.48,1.4701,42,44
Kepler-910 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,64
Kepler-913 b,non-habitable,0.9337,0.0663,2.06,0.247,0.753,2.37,2.0631,67,57
Kepler-914 b,non-habitable,0.1046,0.8954,1.38,0.8266,0.1734,1.37,1.3799,58,56
Kepler-915 b,non-habitable,0.5231,0.4769,1.5,0.7707,0.2293,1.53,1.5003,51,53
Kepler-916 b,non-habitable,0.438,0.562,1.76,0.5748,0.4252,1.89,1.7613,57,54
Kepler-917 b,non-habitable,0.2501,0.7499,1.9,0.0752,0.9248,2.11,1.9021,65,62
Kepler-918 b,non-habitable,0.2776,0.7224,1.74,0.112,0.888,1.85,1.7411,54,53
Kepler-919 b,non-habitable,0.8641,0.1359,2.25,0.9711,0.0289,2.73,2.2548,64,71
Kepler-920 b,non-habitable,0.9719,0.0281,2.42,0.1532,0.8468,3.09,2.4267,71,65
Kepler-922 b,non-habitable,0.3545,0.6455,1.42,0.8045,0.1955,1.42,1.42,54,52
Kepler-923 b,non-habitable,0.062,0.938,1.38,0.2386,0.7614,1.37,1.3799,54,52
Kepler-925 b,non-habitable,0.441,0.559,2.34,0.2392,0.7608,2.92,2.3458,56,71
Kepler-926 b,non-habitable,0.3407,0.6593,2.31,0.6301,0.3699,2.85,2.3154,62,63
Kepler-927 b,non-habitable,0.6438,0.3562,1.71,0.1826,0.8174,1.82,1.7111,51,49
Kepler-928 b,non-habitable,0.2037,0.7963,1.59,0.8643,0.1357,1.65,1.5906,48,56
Kepler-929 b,non-habitable,0.3981,0.6019,1.11,0.4267,0.5733,1.05,1.1094,55,34
Kepler-930 b,non-habitable,0.0058,0.9942,2.13,0.6142,0.3858,2.5,2.1337,46,55
Kepler-931 b,non-habitable,0.0652,0.9348,1.33,0.5425,0.4575,1.31,1.3298,52,48
Kepler-932 b,non-habitable,0.2448,0.7552,1.37,0.0871,0.9129,1.35,1.3698,48,65
Kepler-933 b,non-habitable,0.1368,0.8632,2.45,0.7397,0.2603,3.17,2.4572,50,69
Kepler-934 b,non-habitable,0.6083,0.3917,2.08,0.0707,0.9293,2.41,2.0833,74,69
Kepler-935 b,non-habitable,0.9871,0.0129,1.34,0.0052,0.9948,1.33,1.3399,57,58
Kepler-936 b,non-habitable,0.5982,0.4018,1.44,0.5422,0.4578,1.45,1.4401,59,39
Kepler-938 b,non-habitable,0.0063,0.9937,2.22,0.2383,0.7617,2.67,2.2245,55,60
Kepler-939 b,non-habitable,0.8754,0.1246,1.75,0.6655,0.3345,1.87,1.7512,49,53
Kepler-942 b,non-habitable,0.9533,0.0467,2.13,0.5457,0.4543,2.5,2.1337,62,60
Kepler-946 b,non-habitable,0.1273,0.8727,1.93,0.5967,0.4033,2.15,1.9322,47,72
Kepler-947 b,non-habitable,0.4162,0.5838,2.27,0.9665,0.0335,2.78,2.2751,54,62
Kepler-948 b,non-habitable,0.9332,0.0668,1.85,0.6203,0.3797,2.02,1.8517,66,64
Kepler-953 c,non-habitable,0.6641,0.3359,1.19,0.7331,0.2669,1.14,1.1895,49,50
Kepler-954 b,non-habitable,0.4898,0.5102,2.32,0.9967,0.0033,2.87,2.3255,56,61
Kepler-958 b,non-habitable,0.5397,0.4603,2.06,0.4531,0.5469,2.37,2.0631,70,52
Kepler-960 b,non-habitable,0.6415,0.3585,2.28,0.8091,0.1909,2.8,2.2852,74,65
Kepler-962 b,non-habitable,0.7148,0.2852,1.97,0.7976,0.2024,2.22,1.9725,59,60
Kepler-964 b,non-habitable,0.4765,0.5235,2.12,0.9433,0.0567,2.48,2.1236,40,55
Kepler-967 b,non-habitable,0.6514,0.3486,2.35,0.9025,0.0975,2.94,2.3559,59,49
Kepler-968 b,non-habitable,0.0809,0.9191,1.99,0.9885,0.0115,2.26,1.9927,61,56
Kepler-968 c,non-habitable,0.0628,0.9372,1.69,0.124,0.876,1.79,1.691,59,52
Kepler-969 b,non-habitable,0.5027,0.4973,2.07,0.7188,0.2812,2.39,2.0732,57,57
Kepler-969 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,48,61
Kepler-971 b,non-habitable,0.725,0.275,2.13,0.2579,0.7421,2.5,2.1337,60,55
Kepler-973 b,non-habitable,0.7888,0.2112,1.96,0.0114,0.9886,2.2,1.9624,65,57
Kepler-974 b,non-habitable,0.5403,0.4597,1.57,0.0896,0.9104,1.62,1.5705,63,56
Kepler-975 b,non-habitable,0.7251,0.2749,1.48,0.9712,0.0288,1.5,1.4802,53,71
Kepler-981 b,non-habitable,0.1893,0.8107,2.31,0.9613,0.0387,2.85,2.3154,68,52
Kepler-982 b,non-habitable,0.6799,0.3201,2.25,0.8527,0.1473,2.73,2.2548,55,62
Kepler-983 b,non-habitable,0.3717,0.6283,2.36,0.1187,0.8813,2.97,2.3661,58,73
Kepler-984 b,non-habitable,0.5727,0.4273,2.12,0.661,0.339,2.48,2.1236,55,68
Kepler-986 b,non-habitable,0.0689,0.9311,2.36,0.7133,0.2867,2.97,2.3661,49,60
Kepler-988 b,non-habitable,0.4858,0.5142,2.07,0.5721,0.4279,2.39,2.0732,41,60
Kepler-989 b,non-habitable,0.1701,0.8299,2.21,0.7802,0.2198,2.64,2.2143,40,68
Kepler-990 c,non-habitable,0.4413,0.5587,1.52,0.0368,0.9632,1.56,1.5204,52,64
Kepler-992 b,non-habitable,0.5756,0.4244,1.62,0.0413,0.9587,1.69,1.6207,61,54
Kepler-994 b,non-habitable,0.3597,0.6403,1.6,0.4494,0.5506,1.66,1.6006,52,52
Kepler-996 b,non-habitable,0.2602,0.7398,1.98,0.8636,0.1364,2.24,1.9826,55,56
Kepler-997 b,non-habitable,0.6036,0.3964,1.36,0.9365,0.0635,1.34,1.3598,43,58
Kepler-998 b,non-habitable,0.0254,0.9746,2.32,0.235,0.765,2.87,2.3255,58,61
Kepler-999 b,non-habitable,0.8243,0.1757,2.34,0.2517,0.7483,2.92,2.3458,69,62
Kepler-1002 b,non-habitable,0.0627,0.9373,1.71,0.6118,0.3882,1.82,1.7111,52,41
Kepler-1003 b,non-habitable,0.1151,0.8849,1.78,0.2426,0.7574,1.92,1.7814,60,58
Kepler-1005 b,non-habitable,0.9072,0.0928,1.5,0.6071,0.3929,1.53,1.5003,61,49
Kepler-1006 b,non-habitable,0.1241,0.8759,1.53,0.2803,0.7197,1.57,1.5304,31,50
Kepler-1007 b,non-habitable,0.1876,0.8124,1.43,0.6492,0.3508,1.44,1.4301,51,42
Kepler-1008 b,non-habitable,0.8529,0.1471,1.28,0.372,0.628,1.25,1.2797,50,58
Kepler-1009 b,non-habitable,0.5602,0.4398,2.17,0.0775,0.9225,2.58,2.1741,58,57
Kepler-1010 b,non-habitable,0.8413,0.1587,2.32,0.8122,0.1878,2.87,2.3255,48,63
Kepler-1012 b,non-habitable,0.2683,0.7317,1.29,0.3766,0.6234,1.26,1.2897,57,61
Kepler-1013 b,non-habitable,0.6997,0.3003,2.15,0.9532,0.0468,2.54,2.1539,52,67
Kepler-1014 b,non-habitable,0.0182,0.9818,2.39,0.8976,0.1024,3.02,2.3963,61,56
Kepler-1016 b,non-habitable,0.9123,0.0877,2.17,0.8946,0.1054,2.58,2.1741,74,59
Kepler-1017 b,non-habitable,0.5457,0.4543,1.99,0.1096,0.8904,2.26,1.9927,62,51
Kepler-1019 b,non-habitable,0.5222,0.4778,1.46,0.7314,0.2686,1.47,1.4601,52,68
Kepler-1020 b,non-habitable,0.5037,0.4963,2.27,0.6606,0.3394,2.78,2.2751,55,51
Kepler-1021 b,non-habitable,0.7202,0.2798,2.33,0.6839,0.3161,2.89,2.3356,50,56
Kepler-1022 b,non-habitable,0.4629,0.5371,2.36,0.9009,0.0991,2.97,2.3661,52,45
Kepler-1025 b,non-habitable,0.1592,0.8408,1.98,0.9736,0.0264,2.24,1.9826,40,57
Kepler-1026 b,non-habitable,0.5921,0.4079,2.21,0.0458,0.9542,2.64,2.2143,59,38
Kepler-1027 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,62,69
Kepler-1028 b,non-habitable,0.4262,0.5738,1.33,0.3498,0.6502,1.31,1.3298,49,52
Kepler-1029 b,non-habitable,0.9204,0.0796,1.25,0.165,0.835,1.22,1.2497,44,42
Kepler-1030 b,non-habitable,0.6203,0.3797,2.48,0.8427,0.1573,3.22,2.4874,60,64
Kepler-1031 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70,75
Kepler-1032 b,non-habitable,0.1583,0.8417,1.87,0.3492,0.6508,2.06,1.8719,62,54
Kepler-1034 b,non-habitable,0.2323,0.7677,2.26,0.6986,0.3014,2.76,2.265,60,72
Kepler-1035 b,non-habitable,0.5961,0.4039,1.16,0.1334,0.8666,1.11,1.1595,54,43
Kepler-1037 b,non-habitable,0.9103,0.0897,1.28,0.8754,0.1246,1.25,1.2797,54,55
Kepler-1039 b,non-habitable,0.2654,0.7346,1.46,0.6731,0.3269,1.47,1.4601,50,60
Kepler-1040 b,non-habitable,0.2456,0.7544,2.08,0.6141,0.3859,2.41,2.0833,62,71
Kepler-1042 b,non-habitable,0.9888,0.0112,2.18,0.9416,0.0584,2.6,2.1842,59,62
Kepler-1046 b,non-habitable,0.733,0.267,1.71,0.6452,0.3548,1.82,1.7111,51,49
Kepler-1047 b,non-habitable,0.1574,0.8426,2.08,0.5991,0.4009,2.41,2.0833,61,60
Kepler-1047 c,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,49,59
Kepler-1048 b,non-habitable,0.064,0.936,1.61,0.4138,0.5862,1.68,1.6107,61,44
Kepler-1049 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,54,63
Kepler-1050 b,non-habitable,0.7946,0.2054,1.6,0.9739,0.0261,1.66,1.6006,58,61
Kepler-1050 c,non-habitable,0.1801,0.8199,1.48,0.9957,0.0043,1.5,1.4802,56,55
Kepler-1053 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,55,60
Kepler-1055 b,non-habitable,0.8841,0.1159,1.23,0.8389,0.1611,1.19,1.2296,40,35
Kepler-1059 b,non-habitable,0.8887,0.1113,1.72,0.1857,0.8143,1.84,1.7212,43,54
Kepler-1060 b,non-habitable,0.9125,0.0875,2.37,0.3305,0.6695,2.99,2.3762,59,64
Kepler-1061 b,non-habitable,0.767,0.233,1.98,0.3296,0.6704,2.24,1.9826,67,61
Kepler-1062 b,non-habitable,0.2708,0.7292,1.76,0.7663,0.2337,1.89,1.7613,62,56
Kepler-1063 b,non-habitable,0.4506,0.5494,1.49,0.0718,0.9282,1.51,1.4902,61,56
Kepler-1064 b,non-habitable,0.4114,0.5886,1.55,0.4403,0.5597,1.59,1.5504,54,50
Kepler-1065 c,non-habitable,0.7895,0.2105,1.6,0.2943,0.7057,1.66,1.6006,53,57
Kepler-1066 b,non-habitable,0.6519,0.3481,2.36,0.4692,0.5308,2.97,2.3661,65,69
Kepler-1067 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,72,62
Kepler-1069 b,non-habitable,0.906,0.094,1.6,0.1215,0.8785,1.66,1.6006,34,61
Kepler-1070 b,non-habitable,0.4506,0.5494,1.72,0.8861,0.1139,1.84,1.7212,61,62
Kepler-1071 b,non-habitable,0.5148,0.4852,2.37,0.4479,0.5521,2.99,2.3762,70,56
Kepler-1072 b,non-habitable,0.206,0.794,1.58,0.6899,0.3101,1.63,1.5805,70,55
Kepler-1073 b,non-habitable,0.4415,0.5585,2.3,0.7586,0.2414,2.82,2.3052,56,63
Kepler-1073 c,non-habitable,0.2528,0.7472,1.64,0.7403,0.2597,1.71,1.6407,59,59
Kepler-1074 b,non-habitable,0.1755,0.8245,1.25,0.1367,0.8633,1.22,1.2497,47,52
Kepler-1075 b,non-habitable,0.3044,0.6956,1.42,0.8176,0.1824,1.42,1.42,40,68
Kepler-1076 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,69
Kepler-1078 b,non-habitable,0.9638,0.0362,1.9,0.2668,0.7332,2.11,1.9021,63,60
Kepler-1079 b,non-habitable,0.6986,0.3014,1.62,0.3378,0.6622,1.69,1.6207,54,44
Kepler-1081 b,non-habitable,0.4993,0.5007,1.01,0.0,0.0,1.0,1.0099,48,65
Kepler-1082 b,non-habitable,0.7245,0.2755,1.12,0.9924,0.0076,1.06,1.1194,51,43
Kepler-1084 b,non-habitable,0.9057,0.0943,1.11,0.0333,0.9667,1.05,1.1094,46,44
Kepler-1086 b,non-habitable,0.3708,0.6292,2.44,0.084,0.916,3.14,2.447,52,76
Kepler-1087 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69,74
Kepler-1088 b,non-habitable,0.165,0.835,1.42,0.5708,0.4292,1.42,1.42,62,57
Kepler-1089 b,non-habitable,0.1155,0.8845,1.83,0.9683,0.0317,1.99,1.8316,51,60
Kepler-1090 b,mesoplanet,0.5173,0.4827,2.25,0.8025,0.1975,2.73,2.2548,48,55
Kepler-1091 b,non-habitable,0.7007,0.2993,1.46,0.1405,0.8595,1.47,1.4601,47,57
Kepler-1092 b,non-habitable,0.2004,0.7996,2.07,0.5718,0.4282,2.39,2.0732,59,68
Kepler-1093 b,non-habitable,0.0084,0.9916,1.95,0.2377,0.7623,2.18,1.9523,61,58
Kepler-1093 c,non-habitable,0.1016,0.8984,1.96,0.0821,0.9179,2.2,1.9624,59,59
Kepler-1095 b,non-habitable,0.4217,0.5783,1.21,0.7299,0.2701,1.17,1.2096,48,61
Kepler-1096 b,non-habitable,0.7738,0.2262,1.24,0.4103,0.5897,1.21,1.2397,50,35
Kepler-1098 b,non-habitable,0.5829,0.4171,1.3,0.6125,0.3875,1.27,1.2997,47,42
Kepler-1100 b,non-habitable,0.506,0.494,1.75,0.1097,0.8903,1.87,1.7512,58,65
Kepler-1101 b,non-habitable,0.2892,0.7108,2.46,0.2455,0.7545,3.2,2.4674,61,68
Kepler-1103 b,non-habitable,0.0898,0.9102,2.27,0.1252,0.8748,2.78,2.2751,69,56
Kepler-1104 b,non-habitable,0.4234,0.5766,1.23,0.7406,0.2594,1.19,1.2296,53,42
Kepler-1105 b,non-habitable,0.4301,0.5699,2.0,0.8786,0.1214,2.28,2.0028,57,65
Kepler-1106 b,non-habitable,0.871,0.129,1.65,0.2007,0.7993,1.72,1.6507,67,52
Kepler-1107 b,non-habitable,0.5574,0.4426,1.34,0.4116,0.5884,1.33,1.3399,57,61
Kepler-1108 b,non-habitable,0.1008,0.8992,1.46,0.0534,0.9466,1.47,1.4601,43,52
Kepler-1109 b,non-habitable,0.64,0.36,2.18,0.4328,0.5672,2.6,2.1842,64,52
Kepler-1111 b,non-habitable,0.1476,0.8524,1.99,0.4474,0.5526,2.26,1.9927,50,68
Kepler-1114 b,non-habitable,0.9373,0.0627,1.34,0.287,0.713,1.33,1.3399,63,43
Kepler-1115 b,non-habitable,0.8624,0.1376,1.7,0.6135,0.3865,1.8,1.701,59,54
Kepler-1117 b,non-habitable,0.3884,0.6116,1.11,0.9464,0.0536,1.05,1.1094,45,44
Kepler-1119 b,non-habitable,0.1906,0.8094,1.92,0.271,0.729,2.13,1.9221,64,53
Kepler-1120 b,non-habitable,0.7867,0.2133,1.38,0.9538,0.0462,1.37,1.3799,50,52
Kepler-1121 b,non-habitable,0.4878,0.5122,1.9,0.1264,0.8736,2.11,1.9021,56,71
Kepler-1122 b,non-habitable,0.3499,0.6501,2.04,0.1274,0.8726,2.34,2.043,59,71
Kepler-1123 b,non-habitable,0.6899,0.31,1.67,0.6127,0.3873,1.76,1.6709,61,63
Kepler-1124 b,non-habitable,0.4698,0.5302,1.28,0.9679,0.0321,1.25,1.2797,44,49
Kepler-1125 b,non-habitable,0.3205,0.6795,1.84,0.0042,0.9958,2.0,1.8416,59,50
Kepler-1126 b,non-habitable,0.2004,0.7996,1.72,0.7642,0.2358,1.84,1.7212,55,59
Kepler-1127 b,non-habitable,0.2683,0.7317,1.96,0.2002,0.7998,2.2,1.9624,50,65
Kepler-1130 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,61,64
Kepler-1131 b,non-habitable,0.8697,0.1303,1.59,0.535,0.465,1.65,1.5906,51,57
Kepler-1132 b,non-habitable,0.5719,0.4281,2.35,0.364,0.636,2.94,2.3559,67,52
Kepler-1133 b,non-habitable,0.7955,0.2045,1.97,0.8954,0.1046,2.22,1.9725,61,55
Kepler-1135 b,non-habitable,0.8301,0.1699,1.85,0.2762,0.7238,2.02,1.8517,53,44
Kepler-1136 b,non-habitable,0.6238,0.3762,1.64,0.0736,0.9264,1.71,1.6407,54,65
Kepler-1137 b,non-habitable,0.7386,0.2614,2.2,0.9459,0.0541,2.62,2.2042,51,63
Kepler-1138 b,non-habitable,0.6751,0.3249,1.7,0.1862,0.8138,1.8,1.701,54,59
Kepler-1139 b,non-habitable,0.7671,0.2329,1.19,0.6047,0.3953,1.14,1.1895,46,51
Kepler-1141 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,78,65
Kepler-1142 b,non-habitable,0.8549,0.1451,1.47,0.3803,0.6197,1.48,1.4701,44,71
Kepler-1143 b,non-habitable,0.4835,0.5165,1.67,0.1125,0.8875,1.76,1.6709,59,51
Kepler-1144 b,non-habitable,0.4777,0.5223,1.99,0.0133,0.9867,2.26,1.9927,57,60
Kepler-1145 b,non-habitable,0.8448,0.1552,1.4,0.8628,0.1372,1.4,1.4,49,54
Kepler-1146 b,non-habitable,0.2806,0.7194,1.23,0.0357,0.9643,1.19,1.2296,52,55
Kepler-1148 b,non-habitable,0.8428,0.1572,1.69,0.6009,0.3991,1.79,1.691,55,66
Kepler-1149 b,non-habitable,0.9568,0.0432,1.43,0.8373,0.1627,1.44,1.4301,55,55
Kepler-1150 b,non-habitable,0.3213,0.6787,1.02,0.0,0.0,1.0,1.0198,34,69
Kepler-1151 b,non-habitable,0.1088,0.8912,2.22,0.8369,0.1631,2.67,2.2245,66,63
Kepler-1152 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,62
Kepler-1153 b,non-habitable,0.1017,0.8983,1.72,0.3105,0.6895,1.84,1.7212,51,54
Kepler-1154 b,non-habitable,0.1058,0.8942,2.34,0.004,0.996,2.92,2.3458,62,66
Kepler-1154 c,non-habitable,0.5417,0.4583,2.36,0.4921,0.5079,2.97,2.3661,63,74
Kepler-1155 b,non-habitable,0.6081,0.3919,2.03,0.0451,0.9549,2.32,2.0329,61,80
Kepler-1156 b,non-habitable,0.5252,0.4748,1.32,0.4482,0.5518,1.3,1.3198,46,35
Kepler-1157 b,non-habitable,0.4268,0.5732,1.09,0.7494,0.2506,1.03,1.0894,46,43
Kepler-1158 b,non-habitable,0.2172,0.7828,2.34,0.5498,0.4502,2.92,2.3458,67,60
Kepler-1159 b,non-habitable,0.7268,0.2732,2.36,0.522,0.478,2.97,2.3661,49,54
Kepler-1160 b,non-habitable,0.1249,0.8751,2.14,0.4435,0.5565,2.52,2.1438,57,46
Kepler-1161 b,non-habitable,0.4272,0.5728,2.13,0.9675,0.0325,2.5,2.1337,57,62
Kepler-1162 b,non-habitable,0.7543,0.2457,2.21,0.9069,0.0931,2.64,2.2143,67,69
Kepler-1163 b,non-habitable,0.9695,0.0305,1.03,0.0,0.0,1.0,1.0297,45,59
Kepler-1164 b,non-habitable,0.5467,0.4533,1.12,0.0365,0.9635,1.06,1.1194,42,43
Kepler-1165 b,non-habitable,0.7802,0.2198,1.55,0.6377,0.3623,1.59,1.5504,47,51
Kepler-1166 b,non-habitable,0.3812,0.6188,1.69,0.482,0.518,1.79,1.691,56,55
Kepler-1167 b,non-habitable,0.4683,0.5317,1.71,0.528,0.472,1.82,1.7111,55,60
Kepler-1168 b,non-habitable,0.3593,0.6407,2.5,0.2701,0.7299,3.28,2.5078,66,67
Kepler-1169 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,66
Kepler-1170 b,non-habitable,0.3542,0.6458,2.41,0.6302,0.3698,3.07,2.4166,63,57
Kepler-1173 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,52
Kepler-1174 b,non-habitable,0.3593,0.6407,1.59,0.4302,0.5698,1.65,1.5906,47,53
Kepler-1176 b,non-habitable,0.1667,0.8333,2.45,0.9281,0.0719,3.17,2.4572,59,55
Kepler-1177 b,non-habitable,0.9223,0.0777,1.9,0.8604,0.1396,2.11,1.9021,54,59
Kepler-1178 b,non-habitable,0.0743,0.9257,1.06,0.3933,0.5548,1.0,1.0594,53,0
Kepler-1179 b,non-habitable,0.0376,0.9624,1.32,0.4828,0.5172,1.3,1.3198,52,52
Kepler-1180 b,non-habitable,0.1186,0.8814,1.99,0.4301,0.5699,2.26,1.9927,48,56
Kepler-1181 b,non-habitable,0.5516,0.4484,1.57,0.6035,0.3965,1.62,1.5705,64,53
Kepler-1182 b,non-habitable,0.1511,0.8489,2.41,0.267,0.733,3.07,2.4166,70,57
Kepler-1185 b,non-habitable,0.6414,0.3586,1.33,0.8874,0.1126,1.31,1.3298,55,48
Kepler-1186 b,non-habitable,0.1678,0.8322,2.23,0.8905,0.1095,2.69,2.2346,56,62
Kepler-1188 b,non-habitable,0.7273,0.2727,2.08,0.2806,0.7194,2.41,2.0833,55,63
Kepler-1189 b,non-habitable,0.6821,0.3179,1.77,0.844,0.156,1.9,1.7713,52,50
Kepler-1190 b,non-habitable,0.3626,0.6374,1.33,0.2373,0.7627,1.31,1.3298,45,51
Kepler-1191 b,non-habitable,0.4193,0.5807,1.51,0.0543,0.9457,1.54,1.5103,55,32
Kepler-1192 b,non-habitable,0.8515,0.1485,2.36,0.3206,0.6794,2.97,2.3661,60,59
Kepler-1193 b,non-habitable,0.7864,0.2136,1.32,0.2041,0.7959,1.3,1.3198,56,54
Kepler-1194 b,non-habitable,0.5977,0.4023,1.51,0.5688,0.4312,1.54,1.5103,44,61
Kepler-1195 b,non-habitable,0.7613,0.2387,2.08,0.1565,0.8435,2.41,2.0833,59,64
Kepler-1196 b,non-habitable,0.5898,0.4102,2.23,0.4181,0.5819,2.69,2.2346,49,51
Kepler-1197 b,non-habitable,0.8231,0.1769,1.25,0.9784,0.0216,1.22,1.2497,52,45
Kepler-1198 b,non-habitable,0.7984,0.2016,1.47,0.2551,0.7449,1.48,1.4701,48,57
Kepler-1199 b,non-habitable,0.9684,0.0316,1.15,0.128,0.872,1.1,1.1495,50,44
Kepler-1200 b,non-habitable,0.0246,0.9754,1.06,0.2165,0.467,1.0,1.0594,53,0
Kepler-1201 b,non-habitable,0.2087,0.7913,2.28,0.1701,0.8299,2.8,2.2852,59,61
Kepler-1203 b,non-habitable,0.6439,0.3561,1.06,0.0808,0.2497,1.0,1.0594,50,0
Kepler-1205 b,non-habitable,0.7434,0.2566,1.41,0.7296,0.2704,1.41,1.41,55,60
Kepler-1206 b,non-habitable,0.6189,0.3811,1.64,0.0855,0.9145,1.71,1.6407,57,59
Kepler-1207 b,non-habitable,0.5318,0.4682,1.62,0.1528,0.8472,1.69,1.6207,55,56
Kepler-1208 b,non-habitable,0.253,0.747,2.32,0.6424,0.3576,2.87,2.3255,62,70
Kepler-1209 b,non-habitable,0.0995,0.9005,1.51,0.8205,0.1795,1.54,1.5103,43,44
Kepler-1210 b,non-habitable,0.931,0.069,1.7,0.5195,0.4805,1.8,1.701,52,60
Kepler-1212 b,non-habitable,0.5098,0.4902,2.14,0.4617,0.5383,2.52,2.1438,64,53
Kepler-1213 b,non-habitable,0.7155,0.2845,1.19,0.0648,0.9352,1.14,1.1895,51,56
Kepler-1214 b,non-habitable,0.8005,0.1995,2.36,0.8099,0.1901,2.97,2.3661,52,52
Kepler-1215 b,non-habitable,0.0325,0.9675,1.22,0.6741,0.3259,1.18,1.2196,53,51
Kepler-1216 b,non-habitable,0.207,0.793,1.39,0.4662,0.5338,1.38,1.3899,39,51
Kepler-1217 b,non-habitable,0.734,0.266,1.99,0.8813,0.1187,2.26,1.9927,52,53
Kepler-1218 b,non-habitable,0.1388,0.8612,1.43,0.37,0.63,1.44,1.4301,55,53
Kepler-1219 b,non-habitable,0.4698,0.5302,2.12,0.2012,0.7988,2.48,2.1236,48,66
Kepler-1220 b,non-habitable,0.2011,0.7989,1.52,0.9391,0.0609,1.56,1.5204,51,57
Kepler-1221 b,non-habitable,0.1908,0.8092,1.88,0.1924,0.8076,2.08,1.882,63,59
Kepler-1222 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,73,67
Kepler-1223 b,non-habitable,0.6968,0.3032,1.22,0.4596,0.5404,1.18,1.2196,62,50
Kepler-1224 b,non-habitable,0.2436,0.7564,1.33,0.5178,0.4822,1.31,1.3298,45,61
Kepler-1225 b,non-habitable,0.0265,0.9735,1.81,0.8426,0.1574,1.97,1.8116,56,61
Kepler-1226 b,non-habitable,0.4172,0.5828,1.44,0.4417,0.5583,1.45,1.4401,58,54
Kepler-1227 b,non-habitable,0.2091,0.7909,2.28,0.0123,0.9877,2.8,2.2852,71,66
Kepler-1228 b,non-habitable,0.2973,0.7027,1.53,0.6858,0.3142,1.57,1.5304,55,53
Kepler-1229 b,psychroplanet,0.0429,0.9571,1.4,0.3403,0.6597,1.4,1.4,43,54
Kepler-1231 b,non-habitable,0.2288,0.7712,1.42,0.9503,0.0497,1.42,1.42,60,63
Kepler-1232 b,non-habitable,0.7533,0.2467,1.93,0.9577,0.0423,2.15,1.9322,57,64
Kepler-1235 b,non-habitable,0.0021,0.0,0.9995,0.0,0.0,1.0,0.9995,76,63
Kepler-1236 b,non-habitable,0.5926,0.4074,2.14,0.4708,0.5292,2.52,2.1438,59,58
Kepler-1238 b,non-habitable,0.9289,0.0711,1.93,0.5265,0.4735,2.15,1.9322,52,43
Kepler-1240 b,non-habitable,0.608,0.392,1.15,0.3523,0.6477,1.1,1.1495,38,41
